pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
SPAD,False,,,,,,False,False,False,False,False,False,False,
SPARC Assembly,False,,,,,,False,False,False,False,False,False,False,
Sparcl,False,,,,,,False,False,False,False,False,False,False,
SparForte,False,,,,,,False,False,False,False,False,False,False,
Sparkling,False,,,,,,False,False,False,False,False,False,False,
Sparrow,False,,,,,,False,False,False,False,False,False,False,
Spec#,False,,,,,,False,False,False,False,False,False,False,
SpecC,False,,,,,,False,False,False,False,False,False,False,
Specman E,False,,,,,,False,False,False,False,False,False,False,
Specware,False,,,,,,False,False,False,False,False,False,False,
Speedcode,False,,,,,,False,False,False,False,False,False,False,
Spice Lisp,False,,,,,,False,False,False,False,False,False,False,
SpinalHDL,False,,,,,,False,False,False,False,False,False,False,
SPOOL,False,,,,,,False,False,False,False,False,False,False,
Sprak,False,,,,,,False,False,False,False,False,False,False,
SPSS Syntax,False,,,,,,False,False,False,False,False,False,False,
SPWN,False,,,,,,False,False,False,False,False,False,False,
SQL PL,False,,,,,,False,False,False,False,False,False,False,
SQL++,False,,,,,,False,False,False,False,False,False,False,SRL++
SQL/PSM,False,,,,,,False,False,False,False,False,False,False,
SQLJ,False,,,,,,False,False,False,False,False,False,False,
Squiffy,False,,,,,,False,False,False,False,False,False,False,
Squint,False,,,,,,False,False,False,False,False,False,False,
SSEM,False,,,,,,False,False,False,False,False,False,False,
SSReflect,False,,,,,,False,False,False,False,False,False,False,
Standard BASIC,False,,,,,,False,False,False,False,False,False,False,
Standard Lisp,False,,,,,,False,False,False,False,False,False,False,standard-lisp
Standard Pascal,False,,,,,,False,False,False,False,False,False,False,
Stanza,False,,,,,,False,False,False,False,False,False,False,
StarLisp,False,,,,,,False,False,False,False,False,False,False,
StarOffice Basic,False,,,,,,False,False,False,False,False,False,False,staroffice-basic
Steel,False,,,,,,False,False,False,False,False,False,False,
STklos,False,,,,,,False,False,False,False,False,False,False,
Stochastic Pi,False,,,,,,False,False,False,False,False,False,False,
STOIC,False,,,,,,False,False,False,False,False,False,False,
STOS BASIC,False,,,,,,False,False,False,False,False,False,False,
Strand,False,,,,,,False,False,False,False,False,False,False,
Stratego/XT,False,,,,,,False,False,False,False,False,False,False,
Stroscot,False,,,,,,False,False,False,False,False,False,False,
Structured Text,False,,,,,,False,False,False,False,False,False,False,structured-text
SubC,False,,,,,,False,False,False,False,False,False,False,
Subneg,False,,,,,,False,False,False,False,False,False,False,
Sunder,False,,,,,,False,False,False,False,False,False,False,
Superbase,False,,,,,,False,False,False,False,False,False,False,
SuperCard,False,,,,,,False,False,False,False,False,False,False,
SuperPascal,False,,,,,,False,False,False,False,False,False,False,
SuperPILOT,False,,,,,,False,False,False,False,False,False,False,
Sweet.js,False,,,,,,False,False,False,False,False,False,False,sweetjs
Sweet16,False,,,,,,False,False,False,False,False,False,False,
Swift/T,False,,,,,,False,False,False,False,False,False,False,
SwiftScript,False,,,,,,False,False,False,False,False,False,False,
SYCL,False,,,,,,False,False,False,False,False,False,False,
Symja,False,,,,,,False,False,False,False,False,False,False,
Symta,False,,,,,,False,False,False,False,False,False,False,
Sysquake,False,,,,,,False,False,False,False,False,False,False,
System F,False,,,,,,False,False,False,False,False,False,False,Systemf
SystemC,False,,,,,,False,False,False,False,False,False,False,
SystemC-AMS,False,,,,,,False,False,False,False,False,False,False,
SystemTap,False,,,,,,False,False,False,False,False,False,False,
Syx,False,,,,,,False,False,False,False,False,False,False,
T4,False,,,,,,False,False,False,False,False,False,False,
TableGen,False,,,,,,False,False,False,False,False,False,False,
TACPOL,False,,,,,,False,False,False,False,False,False,False,
Tailspin,False,,,,,,False,False,False,False,False,False,False,
Tamarin,False,,,,,,False,False,False,False,False,False,False,
Tamsin,False,,,,,,False,False,False,False,False,False,False,
Tart,False,,,,,,False,False,False,False,False,False,False,
Tau Prolog,False,,,,,,False,False,False,False,False,False,False,
TBL,False,,,,,,False,False,False,False,False,False,False,
Telescript,False,,,,,,False,False,False,False,False,False,False,
Template Toolkit,False,,,,,,False,False,False,False,False,False,False,
Teyjus,False,,,,,,False,False,False,False,False,False,False,
TGF,False,,,,,,False,False,False,False,False,False,False,
TGSI,False,,,,,,False,False,False,False,False,False,False,
ThinkScript,False,,,,,,False,False,False,False,False,False,False,
TI Extended BASIC,False,,,,,,False,False,False,False,False,False,False,
TIC-80,False,,,,,,False,False,False,False,False,False,False,
Tidal,False,,,,,,False,False,False,False,False,False,False,
TidalCycles,False,,,,,,False,False,False,False,False,False,False,
Timber,False,,,,,,False,False,False,False,False,False,False,
TiML,False,,,,,,False,False,False,False,False,False,False,
Tiny BASIC,False,,,,,,False,False,False,False,False,False,False,
TinyC,False,,,,,,False,False,False,False,False,False,False,
TinyML,False,,,,,,False,False,False,False,False,False,False,
TinyScheme,False,,,,,,False,False,False,False,False,False,False,
TJS2,False,,,,,,False,False,False,False,False,False,False,
TK Solver,False,,,,,,False,False,False,False,False,False,False,
Tksh,False,,,,,,False,False,False,False,False,False,False,
TLA+,False,,,,,,False,False,False,False,False,False,False,
TMS320 Assembly,False,,,,,,False,False,False,False,False,False,False,
TNSDL,False,,,,,,False,False,False,False,False,False,False,
TNTBasic,False,,,,,,False,False,False,False,False,False,False,
Toka,False,,,,,,False,False,False,False,False,False,False,
Tokay,False,,,,,,False,False,False,False,False,False,False,
Tolk,False,,,,,,False,False,False,False,False,False,False,
TorqueScript,False,,,,,,False,False,False,False,False,False,False,
Toy,False,,,,,,False,False,False,False,False,False,False,
TPU,False,,,,,,False,False,False,False,False,False,False,
TraceQL,False,,,,,,False,False,False,False,False,False,False,
Transcrypt,False,,,,,,False,False,False,False,False,False,False,
Transd,False,,,,,,False,False,False,False,False,False,False,
Trealla,False,,,,,,False,False,False,False,False,False,False,
Trealla Prolog,False,,,,,,False,False,False,False,False,False,False,
TreeBASIC,False,,,,,,False,False,False,False,False,False,False,
Trefunge,False,,,,,,False,False,False,False,False,False,False,Refunge
Trith,False,,,,,,False,False,False,False,False,False,False,
TROLL,False,,,,,,False,False,False,False,False,False,False,
TRS-80 BASIC,False,,,,,,False,False,False,False,False,False,False,
True BASIC,False,,,,,,False,False,False,False,False,False,False,
TTCN-2,False,,,,,,False,False,False,False,False,False,False,
tuProlog,False,,,,,,False,False,False,False,False,False,False,
Turbo BASIC,False,,,,,,False,False,False,False,False,False,False,
Turbo BASIC XL,False,,,,,,False,False,False,False,False,False,False,
Turbo Pascal,False,,,,,,False,False,False,False,False,False,False,
Turbo Prolog,False,,,,,,False,False,False,False,False,False,False,
TurboBasic,False,,,,,,False,False,False,False,False,False,False,turbo-basic
Turing Machine,False,,,,,,False,False,False,False,False,False,False,Turing-machine;Turinf machine
Turing Plus,False,,,,,,False,False,False,False,False,False,False,
Turing+,False,,,,,,False,False,False,False,False,False,False,turing
TUSCRIPT,False,,,,,,False,False,False,False,False,False,False,uscript;tscript
Tutorial D,False,,,,,,False,False,False,False,False,False,False,
Twee,False,,,,,,False,False,False,False,False,False,False,
TwinCAT,False,,,,,,False,False,False,False,False,False,False,
TX-0 Assembly,False,,,,,,False,False,False,False,False,False,False,
TX-2 Assembly,False,,,,,,False,False,False,False,False,False,False,
Tycoon,False,,,,,,False,False,False,False,False,False,False,
Typed Lua,False,,,,,,False,False,False,False,False,False,False,
Typed Racket,False,,,,,,False,False,False,False,False,False,False,
TypeQL,False,,,,,,False,False,False,False,False,False,False,
U-SQL,False,,,,,,False,False,False,False,False,False,False,
Ublu,False,,,,,,False,False,False,False,False,False,False,
uC++,False,,,,,,False,False,False,False,False,False,False,C++;Func++
UCBLogo,False,,,,,,False,False,False,False,False,False,False,
UCI Lisp,False,,,,,,False,False,False,False,False,False,False,
uCRL,False,,,,,,False,False,False,False,False,False,False,
UCSD Pascal,False,,,,,,False,False,False,False,False,False,False,
UDO,False,,,,,,False,False,False,False,False,False,False,
Unefunge,False,,,,,,False,False,False,False,False,False,False,Unfunge
UniBasic,False,,,,,,False,False,False,False,False,False,False,
UnityScript,False,,,,,,False,False,False,False,False,False,False,
UPC,False,,,,,,False,False,False,False,False,False,False,
Uppaal,False,,,,,,False,False,False,False,False,False,False,
UQL,False,,,,,,False,False,False,False,False,False,False,
Urbi,False,,,,,,False,False,False,False,False,False,False,
Ursa,False,,,,,,False,False,False,False,False,False,False,
Ursala,False,,,,,,False,False,False,False,False,False,False,
URScript,False,,,,,,False,False,False,False,False,False,False,FURscript;uscript
UserRPL,False,,,,,,False,False,False,False,False,False,False,
UserTalk,False,,,,,,False,False,False,False,False,False,False,
UWSC,False,,,,,,False,False,False,False,False,False,False,
UziScript,False,,,,,,False,False,False,False,False,False,False,
VA Smalltalk,False,,,,,,False,False,False,False,False,False,False,
Vampire,False,,,,,,False,False,False,False,False,False,False,
Varaq,False,,,,,,False,False,False,False,False,False,False,
Varnish Configuration Language,False,,,,,,False,False,False,False,False,False,False,
VASM,False,,,,,,False,False,False,False,False,False,False,
Vault,False,,,,,,False,False,False,False,False,False,False,
VAX Assembly,False,,,,,,False,False,False,False,False,False,False,
VAX BASIC,False,,,,,,False,False,False,False,False,False,False,
VAX MACRO,False,,,,,,False,False,False,False,False,False,False,
VDM,False,,,,,,False,False,False,False,False,False,False,
VDM++,False,,,,,,False,False,False,False,False,False,False,
VDM-RT,False,,,,,,False,False,False,False,False,False,False,
Vector Pascal,False,,,,,,False,False,False,False,False,False,False,vector-pascal
Vensim,False,,,,,,False,False,False,False,False,False,False,
Venture,False,,,,,,False,False,False,False,False,False,False,
VentureScript,False,,,,,,False,False,False,False,False,False,False,
Vera,False,,,,,,False,False,False,False,False,False,False,
VeriFast,False,,,,,,False,False,False,False,False,False,False,
Verilog-A,False,,,,,,False,False,False,False,False,False,False,
Verilog-AMS,False,,,,,,False,False,False,False,False,False,False,
Verus,False,,,,,,False,False,False,False,False,False,False,
Vesta,False,,,,,,False,False,False,False,False,False,False,
VIC-20 BASIC,False,,,,,,False,False,False,False,False,False,False,
Vicare,False,,,,,,False,False,False,False,False,False,False,
Vici,False,,,,,,False,False,False,False,False,False,False,
Vienna Fortran,False,,,,,,False,False,False,False,False,False,False,vienna-fortran
Vintage BASIC,False,,,,,,False,False,False,False,False,False,False,
Viola,False,,,,,,False,False,False,False,False,False,False,
Viper,False,,,,,,False,False,False,False,False,False,False,
Virtual Pascal,False,,,,,,False,False,False,False,False,False,False,
Visual DataFlex,False,,,,,,False,False,False,False,False,False,False,visual-dataflex
Visual DialogScript,False,,,,,,False,False,False,False,False,False,False,visual-dialogscript
Visual J#,False,,,,,,False,False,False,False,False,False,False,
Visual J++,False,,,,,,False,False,False,False,False,False,False,
Visual LISP,False,,,,,,False,False,False,False,False,False,False,
VisualAge,False,,,,,,False,False,False,False,False,False,False,
vJASS,False,,,,,,False,False,False,False,False,False,False,
VLISP,False,,,,,,False,False,False,False,False,False,False,
VoiceXML,False,,,,,,False,False,False,False,False,False,False,
Vox,False,,,,,,False,False,False,False,False,False,False,
VQL,False,,,,,,False,False,False,False,False,False,False,
VRL,False,,,,,,False,False,False,False,False,False,False,
VTL-2,False,,,,,,False,False,False,False,False,False,False,
Vulcan.NET,False,,,,,,False,False,False,False,False,False,False,
Vult,False,,,,,,False,False,False,False,False,False,False,
vvvv gamma,False,,,,,,False,False,False,False,False,False,False,
Wanda,False,,,,,,False,False,False,False,False,False,False,
Wang BASIC,False,,,,,,False,False,False,False,False,False,False,
Wasp,False,,,,,,False,False,False,False,False,False,False,
WAT,False,,,,,,False,False,False,False,False,False,False,
Waterloo BASIC,False,,,,,,False,False,False,False,False,False,False,
WATFIV-S,False,,,,,,False,False,False,False,False,False,False,
Waxeye,False,,,,,,False,False,False,False,False,False,False,
WEB,False,,,,,,False,False,False,False,False,False,False,
WebAssembly Text Format,False,,,,,,False,False,False,False,False,False,False,
WebDSL,False,,,,,,False,False,False,False,False,False,False,
WebPPL,False,,,,,,False,False,False,False,False,False,False,
WFL,False,,,,,,False,False,False,False,False,False,False,
WhizBase,False,,,,,,False,False,False,False,False,False,False,
Why3,False,,,,,,False,False,False,False,False,False,False,
WhyML,False,,,,,,False,False,False,False,False,False,False,
Wiring,False,,,,,,False,False,False,False,False,False,False,
wkwk-lang,False,,,,,,False,False,False,False,False,False,False,
Woma,False,,,,,,False,False,False,False,False,False,False,
WordBasic,False,,,,,,False,False,False,False,False,False,False,
Wortel,False,,,,,,False,False,False,False,False,False,False,
WQL,False,,,,,,False,False,False,False,False,False,False,
WSFL,False,,,,,,False,False,False,False,False,False,False,
WSML,False,,,,,,False,False,False,False,False,False,False,
Wuffs,False,,,,,,False,False,False,False,False,False,False,
WurstScript,False,,,,,,False,False,False,False,False,False,False,
Wvlet,False,,,,,,False,False,False,False,False,False,False,
Wybe,False,,,,,,False,False,False,False,False,False,False,
WZScript,False,,,,,,False,False,False,False,False,False,False,
X#,False,,,,,,False,False,False,False,False,False,False,xsharp
X86 Assembly,False,,,,,,False,False,False,False,False,False,False,
Xbase++,False,,,,,,False,False,False,False,False,False,False,
Xcerpt,False,,,,,,False,False,False,False,False,False,False,
XCOM,False,,,,,,False,False,False,False,False,False,False,
XCSP3,False,,,,,,False,False,False,False,False,False,False,
xHarbour,False,,,,,,False,False,False,False,False,False,False,harbour
XHP,False,,,,,,False,False,False,False,False,False,False,
Xi,False,,,,,,False,False,False,False,False,False,False,
XLISP,False,,,,,,False,False,False,False,False,False,False,
XLISP-STAT,False,,,,,,False,False,False,False,False,False,False,
XLogo,False,,,,,,False,False,False,False,False,False,False,
XO-CHIP,False,,,,,,False,False,False,False,False,False,False,
XOD,False,,,,,,False,False,False,False,False,False,False,
XPCE,False,,,,,,False,False,False,False,False,False,False,
XPL+,False,,,,,,False,False,False,False,False,False,False,
XPLOR,False,,,,,,False,False,False,False,False,False,False,
XRSL,False,,,,,,False,False,False,False,False,False,False,
XSB,False,,,,,,False,False,False,False,False,False,False,
XSCHEME,False,,,,,,False,False,False,False,False,False,False,scheme
XTalk,False,,,,,,False,False,False,False,False,False,False,
Xtlang,False,,,,,,False,False,False,False,False,False,False,xtclang
XUL,False,,,,,,False,False,False,False,False,False,False,
Yab,False,,,,,,False,False,False,False,False,False,False,
YAMLScript,False,,,,,,False,False,False,False,False,False,False,
Yampa,False,,,,,,False,False,False,False,False,False,False,
YAP,False,,,,,,False,False,False,False,False,False,False,
YAP Prolog,False,,,,,,False,False,False,False,False,False,False,
YAQL,False,,,,,,False,False,False,False,False,False,False,
Yarn,False,,,,,,False,False,False,False,False,False,False,
Yarn Spinner,False,,,,,,False,False,False,False,False,False,False,
Yash,False,,,,,,False,False,False,False,False,False,False,
YASM,False,,,,,,False,False,False,False,False,False,False,
Yatima,False,,,,,,False,False,False,False,False,False,False,
YFlang,False,,,,,,False,False,False,False,False,False,False,
YForth,False,,,,,,False,False,False,False,False,False,False,
YNot,False,,,,,,False,False,False,False,False,False,False,
YOLOL,False,,,,,,False,False,False,False,False,False,False,
Yona,False,,,,,,False,False,False,False,False,False,False,
Yorlang,False,,,,,,False,False,False,False,False,False,False,Yourlang
YottaDB,False,,,,,,False,False,False,False,False,False,False,
Ypsilon,False,,,,,,False,False,False,False,False,False,False,
YQL,False,,,,,,False,False,False,False,False,False,False,
yr,False,,,,,,False,False,False,False,False,False,False,
YSH,False,,,,,,False,False,False,False,False,False,False,
Yuck,False,,,,,,False,False,False,False,False,False,False,
Yuescript,False,,,,,,False,False,False,False,False,False,False,
Yul+,False,,,,,,False,False,False,False,False,False,False,
Z notation,False,,,,,,False,False,False,False,False,False,False,
Z80 Assembly,False,,,,,,False,False,False,False,False,False,False,
Z8000 Assembly,False,,,,,,False,False,False,False,False,False,False,
Zax,False,,,,,,False,False,False,False,False,False,False,
Zelus,False,,,,,,False,False,False,False,False,False,False,
Zen,False,,,,,,False,False,False,False,False,False,False,
Zephyr,False,,,,,,False,False,False,False,False,False,False,
Zephyr ASDL,False,,,,,,False,False,False,False,False,False,False,
Zepto,False,,,,,,False,False,False,False,False,False,False,
Zeptoforth,False,,,,,,False,False,False,False,False,False,False,
ZetaLisp,False,,,,,,False,False,False,False,False,False,False,
ZINC,False,,,,,,False,False,False,False,False,False,False,
Zing,False,,,,,,False,False,False,False,False,False,False,
ZKay,False,,,,,,False,False,False,False,False,False,False,
Zkl,False,,,,,,False,False,False,False,False,False,False,
ZMAC,False,,,,,,False,False,False,False,False,False,False,
Zoea,False,,,,,,False,False,False,False,False,False,False,
ZoKrates,False,,,,,,False,False,False,False,False,False,False,
ZPAQL,False,,,,,,False,False,False,False,False,False,False,
ZScript,False,,,,,,False,False,False,False,False,False,False,script
ZSPL,False,,,,,,False,False,False,False,False,False,False,
ZX Spectrum BASIC,False,,,,,,False,False,False,False,False,False,False,
ZX-80 BASIC,False,,,,,,False,False,False,False,False,False,False,
ZX-81 BASIC,False,,,,,,False,False,False,False,False,False,False,
ZZT-OOP,False,,,,,,False,False,False,False,False,False,False,
Zélus,False,,,,,,False,False,False,False,False,False,False,
