canonical_name,lang_id,source_flags,extensions,source_count,alias_count,in_hyperpolyglot,in_pygments,in_rosettacode
apollo-guidance-computer,apollo-guidance-computer,esolang;linguist;pldb,.agc,3,1,True,False,False
gemini,gemini,esolang;linguist;pldb,.gmi,3,2,False,False,False
textile,textile,esolang;linguist;pldb,.textile,3,1,True,False,False
asp.net,asp.net,linguist;pldb,.asax .ascx .ashx .asmx .aspx .axd,2,3,False,True,True
sweetjs,sweetjs,pldb,,1,1,False,False,False
Swift (parallel scripting language),swift-parallel-scripting-language,wikipedia,,1,1,False,False,False
swift-il,swift-il,pldb,,1,1,False,False,False
SWING,swing,esolang,,1,1,False,False,False
Swipe,swipe,esolang,,1,1,False,False,False
Swirly,swirly,esolang,,1,1,False,False,False
SwitchCase,switchcase,esolang,,1,1,False,False,False
Switchy,switchy,esolang,,1,1,False,False,False
swizzle,swizzle,pldb,,1,1,False,False,False
Sword,sword,esolang,,1,1,False,False,False
Swordfish,swordfish,esolang,,1,1,False,False,False
swym,swym,pldb,,1,1,False,False,False
sxpath,sxpath,pldb,,1,1,False,False,False
sybyl-notation,sybyl-notation,pldb,,1,1,False,False,False
SYCPOL,sycpol,esolang,,1,1,False,False,False
SyL,syl,esolang,,1,1,False,False,False
Syllad,syllad,esolang,,1,1,False,False,False
Symball,symball,esolang,,1,1,False,False,False
symbmath,symbmath,pldb,,1,1,False,False,False
symbol,symbol,pldb,,1,1,False,False,False
Symbol+Lang,symbol+lang,esolang,,1,1,False,False,False
Symbolic Brainfuck,symbolic-brainfuck,esolang,,1,1,False,False,False
Symbolic Python,symbolic-python,esolang,,1,1,False,False,False
symbolic-assembly,symbolic-assembly,pldb,,1,1,False,False,False
SymbolLang,symbollang,esolang,,1,1,False,False,False
Symbolmathing,symbolmathing,esolang,,1,1,False,False,False
Symbols,symbols,esolang,,1,1,False,False,False
Symesol,symesol,esolang,,1,1,False,False,False
Symmetric Echo Tag,symmetric-echo-tag,esolang,,1,1,False,False,False
sympy,sympy,pldb,,1,1,False,False,False
Syms,syms,esolang,,1,1,False,False,False
synapse,synapse,pldb,,1,1,False,False,False
Synced,synced,esolang,,1,1,False,False,False
synchronized-multimedia-integration-language,synchronized-multimedia-integration-language,pldb,,1,1,False,False,False
Syncin,syncin,esolang,,1,1,False,False,False
SynDev,syndev,esolang,,1,1,False,False,False
synergist,synergist,pldb,,1,1,False,False,False
Synergy DBL,synergy-dbl,wikipedia,,1,1,False,False,False
synglish,synglish,pldb,,1,1,False,False,False
synon,synon,pldb,,1,1,False,False,False
synproc,synproc,pldb,,1,1,False,False,False
Syntagma,syntagma,esolang,,1,1,False,False,False
Syntax Null Language,syntax-null-language,esolang,,1,1,False,False,False
SyntaxError: invalid syntax,syntaxerror-invalid-syntax,esolang,,1,1,False,False,False
syntex,syntex,pldb,,1,1,False,False,False
Synth,synth,esolang,,1,1,False,False,False
◀◀SYNTHESIZE▶▶,synthesize,esolang,,1,1,False,False,False
syntol,syntol,pldb,,1,1,False,False,False
sysml,sysml,pldb,,1,1,False,False,False
system-v-abi,system-v-abi,pldb,,1,1,False,False,False
Systemf,systemf,esolang,,1,1,False,False,False
systemz,systemz,pldb,,1,1,False,False,False
Syzygy,syzygy,esolang,,1,1,False,False,False
T a b,t-a-b,esolang,,1,1,False,False,False
t-lang,t-lang,pldb,,1,1,False,False,False
T-Regs,t-regs,esolang,,1,1,False,False,False
T-rexes,t-rexes,esolang,,1,1,False,False,False
t2b,t2b,pldb,,1,1,False,False,False
T3rc+,t3rc+,esolang,,1,1,False,False,False
tablam,tablam,pldb,,1,1,False,False,False
tablatal,tablatal,pldb,,1,1,False,False,False
Table,table,esolang,,1,1,False,False,False
tableau-app,tableau-app,pldb,,1,1,False,False,False
Tableaux,tableaux,esolang,,1,1,False,False,False
Tablebase,tablebase,esolang,,1,1,False,False,False
TableLang,tablelang,esolang,,1,1,False,False,False
Tabler,tabler,esolang,,1,1,False,False,False
Tables,tables,esolang,,1,1,False,False,False
tablog,tablog,pldb,,1,1,False,False,False
TabP,tabp,esolang,,1,1,False,False,False
tabsol,tabsol,pldb,,1,1,False,False,False
tabtran,tabtran,pldb,,1,1,False,False,False
tac,tac,pldb,,1,1,False,False,False
TACC,tacc,esolang,,1,1,False,False,False
Tack,tack,esolang,,1,1,False,False,False
tacpol-programming-language,tacpol-programming-language,pldb,,1,1,False,False,False
tactics,tactics,pldb,,1,1,False,False,False
taf,taf,pldb,,1,1,False,False,False
Tag,tag,esolang,,1,1,False,False,False
Taglate,taglate,esolang,,1,1,False,False,False
Tahled,tahled,esolang,,1,1,False,False,False
tahoe-lafs,tahoe-lafs,pldb,,1,1,False,False,False
TaiDoKu,taidoku,esolang,,1,1,False,False,False
taijilang,taijilang,pldb,,1,1,False,False,False
Tailor,tailor,esolang,,1,1,False,False,False
Takeover,takeover,esolang,,1,1,False,False,False
tale,tale,pldb,,1,1,False,False,False
Talk,talk,esolang,,1,1,False,False,False
TalkingHead,talkinghead,esolang,,1,1,False,False,False
tall,tall,pldb,,1,1,False,False,False
Talon,talon,linguist,.talon,1,1,False,False,False
Tamerlane,tamerlane,esolang,,1,1,False,False,False
TAML,taml,esolang,,1,1,False,False,False
Tandem,tandem,esolang,,1,1,False,False,False
tangledown,tangledown,pldb,,1,1,False,False,False
tao-lang,tao-lang,pldb,,1,1,False,False,False
tao3d,tao3d,pldb,,1,1,False,False,False
tap-code,tap-code,pldb,,1,1,False,False,False
TAPASM,tapasm,esolang,,1,1,False,False,False
TapeBagel,tapebagel,esolang,,1,1,False,False,False
TapeFuck,tapefuck,esolang,,1,1,False,False,False
Tapelang,tapelang,esolang,,1,1,False,False,False
Tapestry,tapestry,esolang,,1,1,False,False,False
taql,taql,pldb,,1,1,False,False,False
Tare,tare,esolang,,1,1,False,False,False
Tarflex,tarflex,esolang,,1,1,False,False,False
Targs,targs,esolang,,1,1,False,False,False
tarmac,tarmac,pldb,,1,1,False,False,False
Tarski,tarski,esolang,,1,1,False,False,False
Tau-Alpha-Upsilon,tau-alpha-upsilon,esolang,,1,1,False,False,False
Taurus,taurus,esolang,,1,1,False,False,False
Tautologos,tautologos,esolang,,1,1,False,False,False
!Tautologos (Archived),tautologos-archived,esolang,,1,1,False,False,False
Tautology,tautology,esolang,,1,1,False,False,False
Tautologylang,tautologylang,esolang,,1,1,False,False,False
tawa,tawa,pldb,,1,1,False,False,False
taxa,taxa,pldb,,1,1,False,False,False
taxis,taxis,pldb,,1,1,False,False,False
Tbf,tbf,esolang,,1,1,False,False,False
tbox-lib,tbox-lib,pldb,,1,1,False,False,False
TBTBFS,tbtbfs,esolang,,1,1,False,False,False
TC,tc,esolang,,1,1,False,False,False
tcoz,tcoz,pldb,,1,1,False,False,False
tcp,tcp,pldb,,1,1,False,False,False
tcsp,tcsp,pldb,,1,1,False,False,False
tdfl,tdfl,pldb,,1,1,False,False,False
TDML,tdml,esolang,,1,1,False,False,False
tdms,tdms,pldb,,1,1,False,False,False
TDQ,tdq,esolang,,1,1,False,False,False
tea-pl,tea-pl,pldb,,1,1,False,False,False
tea-pm,tea-pm,pldb,,1,1,False,False,False
TeaScript,teascript,esolang,,1,1,False,False,False
teasharp,teasharp,pldb,,1,1,False,False,False
Tech Support Scam,tech-support-scam,esolang,,1,1,False,False,False
Techno,techno,esolang,,1,1,False,False,False
Technologic,technologic,esolang,,1,1,False,False,False
Tedium,tedium,esolang,,1,1,False,False,False
Tedius,tedius,esolang,,1,1,False,False,False
tefkat,tefkat,pldb,,1,1,False,False,False
Teg,teg,esolang,,1,1,False,False,False
TEIJFOP,teijfop,esolang,,1,1,False,False,False
Teiwaz,teiwaz,esolang,,1,1,False,False,False
tektronix,tektronix,pldb,,1,1,False,False,False
telefile-assembly,telefile-assembly,pldb,,1,1,False,False,False
Telegram,telegram,esolang,,1,1,False,False,False
telehash,telehash,pldb,,1,1,False,False,False
Teleport,teleport,esolang,,1,1,False,False,False
Teleporto,teleporto,esolang,,1,1,False,False,False
Telifuck,telifuck,esolang,,1,1,False,False,False
Tellurium,tellurium,esolang,,1,1,False,False,False
telnet-protocol,telnet-protocol,pldb,,1,1,False,False,False
telos,telos,pldb,,1,1,False,False,False
telsim,telsim,pldb,,1,1,False,False,False
templ,templ,linguist,.templ,1,1,False,False,False
templar,templar,pldb,,1,1,False,False,False
Template:Turing-complete joke language categories,template-turing-complete-joke-language-categories,esolang,,1,1,False,False,False
template-attribute-language,template-attribute-language,pldb,,1,1,False,False,False
templeos,templeos,pldb,,1,1,False,False,False
tempo,tempo,pldb,,1,1,False,False,False
temporal-prolog,temporal-prolog,pldb,,1,1,False,False,False
TempoVar,tempovar,esolang,,1,1,False,False,False
ten,ten,pldb,,1,1,False,False,False
Tenglish,tenglish,esolang,,1,1,False,False,False
TenneC,tennec,esolang,,1,1,False,False,False
Tense,tense,esolang,,1,1,False,False,False
Tenshi C,tenshi-c,esolang,,1,1,False,False,False
tensorflow,tensorflow,pldb,,1,1,False,False,False
@tention!,tention,esolang,,1,1,False,False,False
TEPCS,tepcs,esolang,,1,1,False,False,False
teradata,teradata,pldb,,1,1,False,False,False
teradata-aster,teradata-aster,pldb,,1,1,False,False,False
Teramithic,teramithic,esolang,,1,1,False,False,False
Tercet,tercet,esolang,,1,1,False,False,False
Tericuage,tericuage,esolang,,1,1,False,False,False
Ternary,ternary,esolang,,1,1,False,False,False
ternary-notation,ternary-notation,pldb,,1,1,False,False,False
TernLSB,ternlsb,esolang,,1,1,False,False,False
Terpir,terpir,esolang,,1,1,False,False,False
Terraform Template,terraform-template,linguist,.tftpl,1,1,False,False,False
Terrain,terrain,esolang,,1,1,False,False,False
TError,terror,esolang,,1,1,False,False,False
Tessenbly,tessenbly,esolang,,1,1,False,False,False
Tesseract,tesseract,esolang,,1,1,False,False,False
TESTLANG,testlang,esolang,,1,1,False,False,False
Tetanus,tetanus,esolang,,1,1,False,False,False
Tetrastack,tetrastack,esolang,,1,1,False,False,False
TetriScript,tetriscript,esolang,,1,1,False,False,False
tetruss-app,tetruss-app,pldb,,1,1,False,False,False
TEWELSWAC,tewelswac,esolang,,1,1,False,False,False
TEWNLSWAC,tewnlswac,esolang,,1,1,False,False,False
texpr,texpr,pldb,,1,1,False,False,False
Text Binary,text-binary,esolang,,1,1,False,False,False
Text lines are cool,text-lines-are-cool,esolang,,1,1,False,False,False
TEXT;   (* These two variables *),text-these-two-variables,pldb,,1,1,False,False,False
text-executive-programming-language,text-executive-programming-language,pldb,,1,1,False,False,False
textadept-editor,textadept-editor,pldb,,1,1,False,False,False
textframe,textframe,pldb,,1,1,False,False,False
TextGarbage,textgarbage,esolang,,1,1,False,False,False
TextGrid,textgrid,linguist,.textgrid,1,1,False,False,False
texti,texti,pldb,,1,1,False,False,False
TextMate Properties,textmate-properties,linguist,,1,2,False,False,False
textmate-editor,textmate-editor,pldb,,1,1,False,False,False
Textual SUBLEQ,textual-subleq,esolang,,1,1,False,False,False
texy,texy,pldb,,1,1,False,False,False
TF2LANG,tf2lang,esolang,,1,1,False,False,False
tfl,tfl,pldb,,1,1,False,False,False
TFLite,tflite,esolang,,1,1,False,False,False
TFMG,tfmg,esolang,,1,1,False,False,False
Tg,tg,esolang,,1,1,False,False,False
Th,th,esolang,,1,1,False,False,False
th1,th1,pldb,,1,1,False,False,False
ThaM,tham,esolang,,1,1,False,False,False
That=this,that-this,esolang,,1,1,False,False,False
The,the,esolang,,1,1,False,False,False
The Amnesiac From Minsk,the-amnesiac-from-minsk,esolang,,1,1,False,False,False
The best esolang ever,the-best-esolang-ever,esolang,,1,1,False,False,False
The Bluetooth Device Is Ready To Pair,the-bluetooth-device-is-ready-to-pair,esolang,,1,1,False,False,False
The Brink of Insanity,the-brink-of-insanity,esolang,,1,1,False,False,False
The C Programming Language,the-c-programming-language,wikipedia,,1,1,False,False,False
The Chances of Anything Coming from Mars,the-chances-of-anything-coming-from-mars,esolang,,1,1,False,False,False
The Code of the Seven,the-code-of-the-seven,esolang,,1,1,False,False,False
The Formal Letter,the-formal-letter,esolang,,1,1,False,False,False
The Genetic Computer,the-genetic-computer,esolang,,1,1,False,False,False
The Genius from Kiev,the-genius-from-kiev,esolang,,1,1,False,False,False
The Great Spell,the-great-spell,esolang,,1,1,False,False,False
The Inevitable,the-inevitable,esolang,,1,1,False,False,False
The Insane Esolang,the-insane-esolang,esolang,,1,1,False,False,False
The ()lang,the-lang,esolang,,1,1,False,False,False
The Language That Explodes,the-language-that-explodes,esolang,,1,1,False,False,False
←THE LAST ACTION LANGUAGE→,the-last-action-language,esolang,,1,1,False,False,False
The last line of this page,the-last-line-of-this-page,esolang,,1,1,False,False,False
The maniacs in Montana,the-maniacs-in-montana,esolang,,1,1,False,False,False
The mimic,the-mimic,esolang,,1,1,False,False,False
The Past,the-past,esolang,,1,1,False,False,False
The Program Is Mostly Ignored,the-program-is-mostly-ignored,esolang,,1,1,False,False,False
The Rink of Insanity,the-rink-of-insanity,esolang,,1,1,False,False,False
The Sophomores From Tbilsi,the-sophomores-from-tbilsi,esolang,,1,1,False,False,False
The Subtyping Machine,the-subtyping-machine,esolang,,1,1,False,False,False
The Temporary Stack,the-temporary-stack,esolang,,1,1,False,False,False
The Waterfall Model,the-waterfall-model,esolang,,1,1,False,False,False
the-message-system,the-message-system,pldb,,1,1,False,False,False
TheEnd,theend,esolang,,1,1,False,False,False
TheLang,thelang,esolang,,1,1,False,False,False
Theoretica,theoretica,esolang,,1,1,False,False,False
theos-multi-user-basic,theos-multi-user-basic,pldb,,1,1,False,False,False
There Once was a Fish Named Fred,there-once-was-a-fish-named-fred,esolang,,1,1,False,False,False
There Once was an Esolang Named Fred,there-once-was-an-esolang-named-fred,esolang,,1,1,False,False,False
Therefuck,therefuck,esolang,,1,1,False,False,False
Theseus,theseus,esolang,,1,1,False,False,False
TheSingularity,thesingularity,esolang,,1,1,False,False,False
TheSquare,thesquare,esolang,,1,1,False,False,False
"Thief, Police and the Building",thief-police-and-the-building,esolang,,1,1,False,False,False
"Thief, Police and the Building extended",thief-police-and-the-building-extended,esolang,,1,1,False,False,False
Thing,thing,esolang,,1,1,False,False,False
thinglab,thinglab,pldb,,1,1,False,False,False
think-c,think-c,pldb,,1,1,False,False,False
Third Party Contractor Accused Of A Robbery,third-party-contractor-accused-of-a-robbery,esolang,,1,1,False,False,False
This,this,esolang,,1,1,False,False,False
This esolang is a brainfuck derivative,this-esolang-is-a-brainfuck-derivative,esolang,,1,1,False,False,False
This esolang is not a push-down automata,this-esolang-is-not-a-push-down-automata,esolang,,1,1,False,False,False
This machine is a server. DO NOT POWER IT DOWN!!,this-machine-is-a-server.-do-not-power-it-down,esolang,,1,1,False,False,False
THIS PROGRAMMING LANGUAGE IS LITERALLY ALL NUMBERS,this-programming-language-is-literally-all-numbers,esolang,,1,1,False,False,False
This=That,this-that,esolang,,1,1,False,False,False
This=That 2.0,this-that-2.0,esolang,,1,1,False,False,False
This=That 3.0,this-that-3.0,esolang,,1,1,False,False,False
ThisIsNotARealLanguage,thisisnotareallanguage,esolang,,1,1,False,False,False
Thisthat,thisthat,esolang,,1,1,False,False,False
thjson,thjson,pldb,,1,1,False,False,False
THLEK,thlek,esolang,,1,1,False,False,False
ThonkLang,thonklang,esolang,,1,1,False,False,False
Thotpatrol,thotpatrol,esolang,,1,1,False,False,False
THRAT,thrat,esolang,,1,1,False,False,False
Threaded INTERCAL,threaded-intercal,esolang,,1,1,False,False,False
threaded-lists,threaded-lists,pldb,,1,1,False,False,False
Threader,threader,esolang,,1,1,False,False,False
ThreadFuck,threadfuck,esolang,,1,1,False,False,False
Threads,threads,esolang,,1,1,False,False,False
Three Star Programmer,three-star-programmer,esolang,,1,1,False,False,False
Three variable modification language,three-variable-modification-language,esolang,,1,1,False,False,False
threejs,threejs,pldb,,1,1,False,False,False
Threi,threi,esolang,,1,1,False,False,False
Thrillodendron,thrillodendron,esolang,,1,1,False,False,False
THROBOL,throbol,esolang,,1,1,False,False,False
THROW THIS TO THAT,throw-this-to-that,esolang,,1,1,False,False,False
Thue++,thue-plus-plus,esolang,,1,1,False,False,False
Thue-Mirr,thue-mirr,esolang,,1,1,False,False,False
thue-programming-language,thue-programming-language,pldb,,1,1,False,False,False
ThueLike,thuelike,esolang,,1,1,False,False,False
thune,thune,pldb,,1,1,False,False,False
Thupit,thupit,esolang,,1,1,False,False,False
Thutu,thutu,esolang,,1,1,False,False,False
thymeleaf,thymeleaf,pldb,,1,1,False,False,False
TI Program,ti-program,linguist,.8xp .8xp.txt,1,1,True,False,False
ti-89-basic,ti-89-basic,pldb,,1,1,False,False,False
TI-BASIC 83,ti-basic-83,wikipedia,,1,1,False,False,False
ti-basic-assembly,ti-basic-assembly,pldb,,1,1,False,False,False
Tiangou,tiangou,esolang,,1,1,False,False,False
tibbo-basic,tibbo-basic,pldb,,1,1,False,False,False
tibet,tibet,pldb,,1,1,False,False,False
Tic Tac Toe,tic-tac-toe,esolang,,1,1,False,False,False
Tic Tac Toe Grow,tic-tac-toe-grow,esolang,,1,1,False,False,False
Tick,tick,esolang,,1,1,False,False,False
tick-c,tick-c,pldb,,1,1,False,False,False
tics,tics,pldb,,1,1,False,False,False
Tictactoe,tictactoe,esolang,,1,1,False,False,False
tidb,tidb,pldb,,1,1,False,False,False
tiddler,tiddler,pldb,,1,1,False,False,False
tiddlywiki,tiddlywiki,pldb,,1,1,False,False,False
tidyverse,tidyverse,pldb,,1,1,False,False,False
Tiếng Việt,tieng-viet,esolang,,1,1,False,False,False
Tier,tier,esolang,,1,1,False,False,False
tierra,tierra,pldb,,1,1,False,False,False
tiff-format,tiff-format,pldb,,1,1,False,False,False
tiger-basic,tiger-basic,pldb,,1,1,False,False,False
tikiwiki,tikiwiki,pldb,,1,1,False,False,False
Tile,tile,esolang,,1,1,False,False,False
tiledb,tiledb,pldb,,1,1,False,False,False
TileDots,tiledots,esolang,,1,1,False,False,False
Tiltedc,tiltedc,esolang,,1,1,False,False,False
tilton,tilton,pldb,,1,1,False,False,False
timber-programming-language,timber-programming-language,pldb,,1,1,False,False,False
Time,time,esolang,,1,1,False,False,False
Time Out,time-out,esolang,,1,1,False,False,False
timed-csp,timed-csp,pldb,,1,1,False,False,False
Timefuck,timefuck,esolang,,1,1,False,False,False
Timelang,timelang,esolang,,1,1,False,False,False
Timeline,timeline,esolang,,1,1,False,False,False
Timers,timers,esolang,,1,1,False,False,False
TimeWaste,timewaste,esolang,,1,1,False,False,False
timpani,timpani,pldb,,1,1,False,False,False
Tina,tina,esolang,,1,1,False,False,False
TinCan,tincan,esolang,,1,1,False,False,False
tinkertoy,tinkertoy,pldb,,1,1,False,False,False
Tiny,tiny,esolang,,1,1,False,False,False
tiny-basic,tiny-basic,pldb,,1,1,False,False,False
TinyBF,tinybf,esolang,,1,1,False,False,False
tinyc-compiler,tinyc-compiler,pldb,,1,1,False,False,False
TinyF,tinyf,esolang,,1,1,False,False,False
tinygo-compiler,tinygo-compiler,pldb,,1,1,False,False,False
Tip,tip,esolang,,1,1,False,False,False
TISC,tisc,esolang,,1,1,False,False,False
TISolang,tisolang,esolang,,1,1,False,False,False
Titin,titin,esolang,,1,1,False,False,False
Titled,titled,esolang,,1,1,False,False,False
Tixy,tixy,esolang,,1,1,False,False,False
Tjʊrɪŋ məʃin,tjr-min,esolang,,1,1,False,False,False
tk,tk,pldb,,1,1,False,False,False
tl-isa,tl-isa,pldb,,1,1,False,False,False
tlc,tlc,pldb,,1,1,False,False,False
tldr,tldr,pldb,,1,1,False,False,False
tldraw,tldraw,pldb,,1,1,False,False,False
TlhIngan,tlhingan,esolang,,1,1,False,False,False
TLIJMMWTRAMCBICHWTPITCSIBCTII,tlijmmwtramcbichwtpitcsibctii,esolang,,1,1,False,False,False
TLOWScript,tlowscript,esolang,,1,1,False,False,False
TLWNN,tlwnn,esolang,,1,1,False,False,False
™,tm,esolang,,1,1,False,False,False
TMDL,tmdl,linguist,.tmdl,1,2,False,False,False
TMIDL,tmidl,esolang,,1,1,False,False,False
tmlanguage,tmlanguage,pldb,,1,1,False,False,False
TMMLPTEALPAITAFNFAL,tmmlptealpaitafnfal,esolang,,1,1,False,False,False
TMSL,tmsl,esolang,,1,1,False,False,False
TMSTMIK,tmstmik,esolang,,1,1,False,False,False
tmtp,tmtp,pldb,,1,1,False,False,False
TNTNT,tntnt,esolang,,1,1,False,False,False
To check the diastolic blood pressure of the patient;;,to-check-the-diastolic-blood-pressure-of-the-patient,pldb,,1,1,False,False,False
To The Top Right Corner,to-the-top-right-corner,esolang,,1,1,False,False,False
Toad (Pit Crew),toad-pit-crew,esolang,,1,1,False,False,False
ToArrowScript,toarrowscript,esolang,,1,1,False,False,False
TobiLang,tobilang,esolang,,1,1,False,False,False
Tock,tock,esolang,,1,1,False,False,False
TOD,tod,esolang,,1,1,False,False,False
Toddler,toddler,esolang,,1,1,False,False,False
Todo,todo,esolang,,1,1,False,False,False
TOGA computer,toga-computer,esolang,,1,1,False,False,False
Togglo,togglo,esolang,,1,1,False,False,False
Toki ilo,toki-ilo,esolang,,1,1,False,False,False
Toki pi ilo nanpa,toki-pi-ilo-nanpa,esolang,,1,1,False,False,False
Toki pona li pona,toki-pona-li-pona,esolang,,1,1,False,False,False
toki-sona,toki-sona,pldb,,1,1,False,False,False
tom-oopl,tom-oopl,pldb,,1,1,False,False,False
tomal,tomal,pldb,,1,1,False,False,False
Tome,tome,esolang,,1,1,False,False,False
Tommyaweosme's harmonica,tommyaweosme-s-harmonica,esolang,,1,1,False,False,False
Tommyaweosme unary,tommyaweosme-unary,esolang,,1,1,False,False,False
$tonePits,tonepits,esolang,,1,1,False,False,False
Tonnyi,tonnyi,esolang,,1,1,False,False,False
Tonoco,tonoco,esolang,,1,1,False,False,False
Too,too,esolang,,1,1,False,False,False
Too Many Variables!,too-many-variables,esolang,,1,1,False,False,False
toolbus,toolbus,pldb,,1,1,False,False,False
"(top, height)",top-height,esolang,,1,1,False,False,False
Top-based turning,top-based-turning,esolang,,1,1,False,False,False
topaz-lang,topaz-lang,pldb,,1,1,False,False,False
topic-maps,topic-maps,pldb,,1,1,False,False,False
Topline,topline,esolang,,1,1,False,False,False
TOPLWARLNTMIHTACAFFTPLAIHTASTNBIHTMAIAIU,toplwarlntmihtacafftplaihtastnbihtmaiaiu,esolang,,1,1,False,False,False
TopNote,topnote,esolang,,1,1,False,False,False
Topple,topple,esolang,,1,1,False,False,False
topshell,topshell,pldb,,1,1,False,False,False
Topsy Turvy,topsy-turvy,esolang,,1,1,False,False,False
Tor Config,tor-config,linguist,,1,2,False,False,False
torchscript,torchscript,pldb,,1,1,False,False,False
tornado,tornado,pldb,,1,1,False,False,False
Torth,torth,esolang,,1,1,False,False,False
Tory,tory,esolang,,1,1,False,False,False
Total BF,total-bf,esolang,,1,1,False,False,False
Total LISTP,total-listp,esolang,,1,1,False,False,False
Totally Accurate Malbolge,totally-accurate-malbolge,esolang,,1,1,False,False,False
Totrandom,totrandom,esolang,,1,1,False,False,False
touch,touch,pldb,,1,1,False,False,False
touchdesigner,touchdesigner,pldb,,1,1,False,False,False
touchdevelop,touchdevelop,pldb,,1,1,False,False,False
Tower,tower,esolang,,1,1,False,False,False
toy-lang,toy-lang,pldb,,1,1,False,False,False
TP,tp,esolang,,1,1,False,False,False
tpdl-star,tpdl-star,pldb,,1,1,False,False,False
TPL,tpl,esolang,,1,1,False,False,False
TPLHBPTBOTEW,tplhbptbotew,esolang,,1,1,False,False,False
Tplntivhtpaavwtpi,tplntivhtpaavwtpi,esolang,,1,1,False,False,False
TPLTSSPP,tpltsspp,esolang,,1,1,False,False,False
TPPL,tppl,esolang,,1,1,False,False,False
Tq,tq,esolang,,1,1,False,False,False
tql,tql,pldb,,1,1,False,False,False
trace,trace,pldb,,1,1,False,False,False
Track,track,esolang,,1,1,False,False,False
TrackSpan,trackspan,esolang,,1,1,False,False,False
trafola-h,trafola-h,pldb,,1,1,False,False,False
Trail,trail,esolang,,1,1,False,False,False
TRAIN!,train,esolang,,1,1,False,False,False
Trainfck,trainfck,esolang,,1,1,False,False,False
Trainhooking,trainhooking,esolang,,1,1,False,False,False
Trainscript,trainscript,esolang,,1,1,False,False,False
traits,traits,pldb,,1,1,False,False,False
Trajedy,trajedy,esolang,,1,1,False,False,False
tramp,tramp,pldb,,1,1,False,False,False
Trampolines,trampolines,esolang,,1,1,False,False,False
Trance,trance,esolang,,1,1,False,False,False
Trans-dimensional,trans-dimensional,esolang,,1,1,False,False,False
transaction-language-1,transaction-language-1,pldb,,1,1,False,False,False
Transceternal,transceternal,esolang,,1,1,False,False,False
transcode,transcode,pldb,,1,1,False,False,False
Transet,transet,esolang,,1,1,False,False,False
Transfinity,transfinity,esolang,,1,1,False,False,False
transforma,transforma,pldb,,1,1,False,False,False
Transformation is complete,transformation-is-complete,esolang,,1,1,False,False,False
Transformation is complete/readable,transformation-is-complete-readable,esolang,,1,1,False,False,False
Transio,transio,esolang,,1,1,False,False,False
Transistor,transistor,esolang,,1,1,False,False,False
translang,translang,pldb,,1,1,False,False,False
Translated !한국어,translated,esolang,,1,1,False,False,False
Translated Aheui,translated-aheui,esolang,,1,1,False,False,False
Translated Batch,translated-batch,esolang,,1,1,False,False,False
Translated Batch/Mihai Popa,translated-batch-mihai-popa,esolang,,1,1,False,False,False
Translated Befunge,translated-befunge,esolang,,1,1,False,False,False
Translated C++,translated-c-plus-plus,esolang,,1,1,False,False,False
Translated CreativeASM,translated-creativeasm,esolang,,1,1,False,False,False
Translated CSharp,translated-csharp,esolang,,1,1,False,False,False
Translated Die Deutsche Programmiersprache,translated-die-deutsche-programmiersprache,esolang,,1,1,False,False,False
Translated dongbei,translated-dongbei,esolang,,1,1,False,False,False
Translated Drive-In Window,translated-drive-in-window,esolang,,1,1,False,False,False
Translated !English,translated-english,esolang,,1,1,False,False,False
Translated FLOLCODE,translated-flolcode,esolang,,1,1,False,False,False
Translated HZFunge,translated-hzfunge,esolang,,1,1,False,False,False
Translated JNTM,translated-jntm,esolang,,1,1,False,False,False
Translated JS,translated-js,esolang,,1,1,False,False,False
Translated Julia,translated-julia,esolang,,1,1,False,False,False
Translated Julia/PSTF,translated-julia-pstf,esolang,,1,1,False,False,False
Translated LOLCODE,translated-lolcode,esolang,,1,1,False,False,False
Translated Mendeleev,translated-mendeleev,esolang,,1,1,False,False,False
Translated NeverGonna,translated-nevergonna,esolang,,1,1,False,False,False
Translated 中文/None1,translated-none1,esolang,,1,1,False,False,False
Translated ORK,translated-ork,esolang,,1,1,False,False,False
Translated Poetic,translated-poetic,esolang,,1,1,False,False,False
Translated Poetic Mihai,translated-poetic-mihai,esolang,,1,1,False,False,False
Translated Python,translated-python,esolang,,1,1,False,False,False
Translated Python/Mihai Popa,translated-python-mihai-popa,esolang,,1,1,False,False,False
Translated !Romanian,translated-romanian,esolang,,1,1,False,False,False
Translated SLet,translated-slet,esolang,,1,1,False,False,False
Translated SRL++,translated-srl-plus-plus,esolang,,1,1,False,False,False
Translated VBS,translated-vbs,esolang,,1,1,False,False,False
Translated Wenyan,translated-wenyan,esolang,,1,1,False,False,False
Translated ZhongWen,translated-zhongwen,esolang,,1,1,False,False,False
Translation,translation,esolang,,1,1,False,False,False
Transortogonal Polymorphism,transortogonal-polymorphism,esolang,,1,1,False,False,False
Transposed,transposed,esolang,,1,1,False,False,False
Trash,trash,esolang,,1,1,False,False,False
Trate,trate,esolang,,1,1,False,False,False
TRAVEL 33,travel-33,esolang,,1,1,False,False,False
Traxler,traxler,esolang,,1,1,False,False,False
Treadnil,treadnil,esolang,,1,1,False,False,False
Tree,tree,esolang,,1,1,False,False,False
TREE(3),tree-3,esolang,,1,1,False,False,False
tree-annotation-operator,tree-annotation-operator,pldb,,1,1,False,False,False
