ext,source,qid,label,description,aliases,enwiki_title,wikidata_url,wikipedia_url,mime_types,instance_of_labels,instance_of_qids,suggested_label,wikidata_rank,wikipedia_note
sav,wikidata,Q105852862,Datel Max Drive (for GameCube) save state,file format,,,https://www.wikidata.org/wiki/Q105852862,,,file format,Q235557,,normal,
sav,wikidata,Q105852885,SPSS for Windows Data (IBM),file format,,,https://www.wikidata.org/wiki/Q105852885,,application/spss-sav,file format,Q235557,,normal,
sav,wikidata,Q105852900,Mount and Blade save game,file format,,,https://www.wikidata.org/wiki/Q105852900,,,file format,Q235557,,normal,
sav,wikidata,Q105852913,PASW Statistics Data,file format,,,https://www.wikidata.org/wiki/Q105852913,,,file format,Q235557,,normal,
sav,wikidata,Q105853074,Unreal Engine 4 save game,file format,,,https://www.wikidata.org/wiki/Q105853074,,application/octet-stream,file format,Q235557,,normal,
sav,wikidata,Q105853144,NTRQ module,file format,,,https://www.wikidata.org/wiki/Q105853144,,application/octet-stream,file format,Q235557,,normal,
sav,wikidata,Q105853163,American's McGee's Alice Saved Game File,file format,,,https://www.wikidata.org/wiki/Q105853163,,,file format,Q235557,,normal,
sav,wikidata,Q105853222,TradeWinds 2 savegame,file format,,,https://www.wikidata.org/wiki/Q105853222,,,file format,Q235557,,normal,
sav,wikidata,Q105853242,The Witcher 3: Wild Hunt game save,file format,,,https://www.wikidata.org/wiki/Q105853242,,application/octet-stream,file format,Q235557,,normal,
sav,wikidata,Q105853266,Daemon Tools Pro disk image,file format,,,https://www.wikidata.org/wiki/Q105853266,,,file format,Q235557,,normal,
sav,wikidata,Q105853293,no$gba Nintendo Gameboy Advance emulator backup,file format,,,https://www.wikidata.org/wiki/Q105853293,,,file format,Q235557,,normal,
sav,wikidata,Q105855467,Faery Tale Adventure 2 save game,file format,,,https://www.wikidata.org/wiki/Q105855467,,application/octet-stream,file format,Q235557,,normal,
sav,wikidata,Q105857632,Infinity Engine Save game (v1.0),file format,,,https://www.wikidata.org/wiki/Q105857632,,,file format,Q235557,,normal,
sav,wikidata,Q127116930,IDLSAV file,file format,IDL .sav,,https://www.wikidata.org/wiki/Q127116930,,,file format,Q235557,,normal,
sav,wikidata,Q27995538,Borderlands save file,file format,.sav,,https://www.wikidata.org/wiki/Q27995538,,,file format,Q235557,,normal,
sav,wikidata,Q27996239,Faster than Light saved game,file format,.sav,,https://www.wikidata.org/wiki/Q27996239,,,file format,Q235557,,normal,
sav,wikidata,Q28757684,Nintendo Game Boy cartridge SAV file,file format,.sav; Game Boy cartridge SAV file; SAV file,,https://www.wikidata.org/wiki/Q28757684,,,file format,Q235557,,normal,
sav,wikidata,Q28848214,Statistical Package for the Social Sciences data file,file format,SPSS SAV file format; Statistical Package for the Social Sciences SAV file format; .sav; SPSS data file,,https://www.wikidata.org/wiki/Q28848214,,application/x-spss-sav,file format,Q235557,,normal,
sav,wikidata,Q7271574,Quetzal file format,file format,.sav; .glksave,Quetzal file format,https://www.wikidata.org/wiki/Q7271574,https://en.wikipedia.org/wiki/Quetzal_file_format,application/x-glksave,file format,Q235557,,normal,
savi,wikidata,Q130736665,Savi source code file,file format,Savi file,,https://www.wikidata.org/wiki/Q130736665,,,file format,Q235557,,normal,
saz,wikidata,Q105852809,Fiddler Session Archive Zip,file format,,,https://www.wikidata.org/wiki/Q105852809,,,file format,Q235557,,normal,
sb,wikidata,Q105851709,Frostbite SuperBundle,file format,,,https://www.wikidata.org/wiki/Q105851709,,application/octet-stream,file format,Q235557,,normal,
sb,wikidata,Q105854808,SBX SpinnerBaker eXtractor compressed archive,file format,,,https://www.wikidata.org/wiki/Q105854808,,,file format,Q235557,,normal,
sb,wikidata,Q111341513,Signed byte (8-bit) data,file format,,,https://www.wikidata.org/wiki/Q111341513,,,file format,Q235557,,normal,
sb,wikidata,Q114877601,Scrapbook Factory Deluxe Sticker file,file format,Scrapbook Factory Deluxe Sticker; Scrapbooks Plus Sticker,,https://www.wikidata.org/wiki/Q114877601,,,file format,Q235557,,normal,
sb,wikipedia,Q25099931,Scratch Project SB2,file format,.sb2,.sb2 file,https://www.wikidata.org/wiki/Q25099931,https://en.wikipedia.org/wiki/.sb2_file,,file format,Q235557,,,
sb,wikidata,Q25345915,Scratch Project SB,file format,.sb,.sb file,https://www.wikidata.org/wiki/Q25345915,https://en.wikipedia.org/wiki/.sb_file,,file format,Q235557,,normal,
sb0,wikidata,Q11885120,Vorbis,royalty-free lossy audio encoding format,Ogg Vorbis,Vorbis,https://www.wikidata.org/wiki/Q11885120,https://en.wikipedia.org/wiki/Vorbis,audio/ogg; application/ogg; audio/vorbis; audio/vorbis-config,audio file format; lossy audio coding format,Q682626; Q20198160,binary:audio,normal,
sb2,wikidata,Q105852032,SerialBox serials numbers package,file format,,,https://www.wikidata.org/wiki/Q105852032,,,file format,Q235557,,normal,
sb2,wikidata,Q25099931,Scratch Project SB2,file format,.sb2,.sb2 file,https://www.wikidata.org/wiki/Q25099931,https://en.wikipedia.org/wiki/.sb2_file,,file format,Q235557,,normal,
sb2,wikipedia,Q25345915,Scratch Project SB,file format,.sb,.sb file,https://www.wikidata.org/wiki/Q25345915,https://en.wikipedia.org/wiki/.sb_file,,file format,Q235557,,,
sb3,wikipedia,Q25099931,Scratch Project SB2,file format,.sb2,.sb2 file,https://www.wikidata.org/wiki/Q25099931,https://en.wikipedia.org/wiki/.sb2_file,,file format,Q235557,,,
sb3,wikipedia,Q25345915,Scratch Project SB,file format,.sb,.sb file,https://www.wikidata.org/wiki/Q25345915,https://en.wikipedia.org/wiki/.sb_file,,file format,Q235557,,,
sb7,wikidata,Q29905165,Statistical Analysis System backup file,file format,.sas7bbak; .sb7,,https://www.wikidata.org/wiki/Q29905165,,,file format,Q235557,,normal,
sbc,wikidata,Q105852611,Space Engineers Components,file format,,,https://www.wikidata.org/wiki/Q105852611,,application/octet-stream,file format,Q235557,,normal,
sbc,wikidata,Q105855061,SBC compressed archive,file format,,,https://www.wikidata.org/wiki/Q105855061,,,file format,Q235557,,normal,
sbd,wikidata,Q110995712,VideoWave Production File,file format,Production File,,https://www.wikidata.org/wiki/Q110995712,,,file format,Q235557,,normal,
sbf,wikidata,Q105852975,SBF game data container,file format,,,https://www.wikidata.org/wiki/Q105852975,,application/octet-stream,file format,Q235557,,normal,
sbf,wikidata,Q110455242,Septentrio Binary Format,file format,,,https://www.wikidata.org/wiki/Q110455242,,,file format,Q235557,,normal,
sbi,wikidata,Q105853098,"Spybot-S&D ""malware"" informations",file format,,,https://www.wikidata.org/wiki/Q105853098,,,file format,Q235557,,normal,
sbi,wikidata,Q111341669,Creative Labs FM instrument,file format,,,https://www.wikidata.org/wiki/Q111341669,,,file format,Q235557,,normal,
sbi,wikidata,Q27967412,Sound Blaster Instrument,file format,.sbi,,https://www.wikidata.org/wiki/Q27967412,,,file format,Q235557,,normal,
sbig,wikidata,Q28207241,SBIG CCDOPS image,file format,.sbig; Santa Barbara Instrument Group CCDOPS,,https://www.wikidata.org/wiki/Q28207241,,,file format,Q235557,,normal,
sbj,wikidata,Q105851725,Superbase Project,file format,,,https://www.wikidata.org/wiki/Q105851725,,text/plain,file format,Q235557,,normal,
sbj,wikidata,Q74550219,Micrografx clipart index,file format,.sbj,,https://www.wikidata.org/wiki/Q74550219,,,file format,Q235557,,normal,
sbk,wikidata,Q111341591,EMU SoundFont v1.0 bank,file format,,,https://www.wikidata.org/wiki/Q111341591,,,file format,Q235557,,normal,
sbk,wikidata,Q114877371,Scrapbook Factory Deluxe Scrapbook file,file format,Scrapbook Factory Deluxe Scrapbook; Scrapbook Plus Scrapbook; Scrapbook Plus Scrapbook file,,https://www.wikidata.org/wiki/Q114877371,,,file format,Q235557,,normal,
sbk,wikidata,Q117401200,Asymetrix Toolbook File 6-11.5,file format,Asymetrix Toolbook File; Asymetrix Toolbook File v6-11.5,,https://www.wikidata.org/wiki/Q117401200,,,file format,Q235557,,normal,
sbk,wikidata,Q27967216,SCC Blaffer NT instrument kit,file format,.sbk,,https://www.wikidata.org/wiki/Q27967216,,application/octet-stream,file format,Q235557,,normal,
sbk,wikidata,Q58335687,Asymetrix Toolbook File,file format,.sbk; .tbk,,https://www.wikidata.org/wiki/Q58335687,,,file format,Q235557,,normal,
sbl,wikidata,Q105852195,Limbo Symbol table,file format,,,https://www.wikidata.org/wiki/Q105852195,,text/plain,file format,Q235557,,normal,
sbl,wikidata,Q105853161,Yamaha Midimonitor/BULK Manager Symbols,file format,,,https://www.wikidata.org/wiki/Q105853161,,text/plain,file format,Q235557,,normal,
sbl,wikidata,Q131081636,Snowball source code file,file format,,,https://www.wikidata.org/wiki/Q131081636,,,file format,Q235557,,normal,
sbm,wikidata,Q27967215,SCC Blaffer NT music,file format,.sbm,,https://www.wikidata.org/wiki/Q27967215,,application/octet-stream,file format,Q235557,,normal,
sbmi,wikidata,Q105851833,Space Engineers ModInfo,file format,,,https://www.wikidata.org/wiki/Q105851833,,text/xml,file format,Q235557,,normal,
sbn,wikidata,Q27487343,Shapefile spatial index part 1,file format,ESRI Shapefile spatial index part 1; .sbn,,https://www.wikidata.org/wiki/Q27487343,,,file format,Q235557,,normal,
sbn,wikidata,Q59999470,ESRI Spatial Index File,file format,.sbn,,https://www.wikidata.org/wiki/Q59999470,,,file format,Q235557,,normal,
sbox,wikidata,Q105853334,sBOX meta-file format,file format,,,https://www.wikidata.org/wiki/Q105853334,,application/octet-stream,file format,Q235557,,normal,
sbp,wikidata,Q105852499,SCC Blaffer NT PSG Instrument,file format,,,https://www.wikidata.org/wiki/Q105852499,,application/octet-stream,file format,Q235557,,normal,
sbp,wikidata,Q105852505,Superbase Program (var 1),file format,,,https://www.wikidata.org/wiki/Q105852505,,text/plain,file format,Q235557,,normal,
sbp,wikidata,Q105852865,Superbase Program (var 2),file format,,,https://www.wikidata.org/wiki/Q105852865,,application/octet-stream,file format,Q235557,,normal,
sbp,wikidata,Q105853395,Superbase Program (var 3),file format,,,https://www.wikidata.org/wiki/Q105853395,,application/octet-stream,file format,Q235557,,normal,
sbp,wikidata,Q111648762,PrintMaster Scrapbook Page File,file format,Scrapbook Page File,,https://www.wikidata.org/wiki/Q111648762,,,file format,Q235557,,normal,
sbp,wikidata,Q117857310,IBM Storyboard PIC file,file format,IBM Storyboard PIC,,https://www.wikidata.org/wiki/Q117857310,,,file format,Q235557,,normal,
sbq,wikidata,Q105852806,Superbase Query definition,file format,,,https://www.wikidata.org/wiki/Q105852806,,application/octet-stream,file format,Q235557,,normal,
sbs,wikidata,Q105853261,SCC Blaffer NT SCC Instrument,file format,,,https://www.wikidata.org/wiki/Q105853261,,application/octet-stream,file format,Q235557,,normal,
sbsasm,wikidata,Q105852715,Adobe Substance SBSASM,file format,,,https://www.wikidata.org/wiki/Q105852715,,application/octet-stream,file format,Q235557,,normal,
sbt,wikidata,Q105852218,Duxbury Scrub Table,file format,,,https://www.wikidata.org/wiki/Q105852218,,text/plain,file format,Q235557,,normal,
sbt,wikidata,Q127825832,Cinema DTS Subtitle file format,,DTS CSS,,https://www.wikidata.org/wiki/Q127825832,,,file format,Q235557,,normal,
sbv,wikidata,Q105851728,Superbase form definition,file format,,,https://www.wikidata.org/wiki/Q105851728,,application/octet-stream,file format,Q235557,,normal,
sbv,wikidata,Q105852737,Superbase form,file format,,,https://www.wikidata.org/wiki/Q105852737,,application/octet-stream,file format,Q235557,,normal,
sbx,wikidata,Q105852944,SeqBox container (gen),file format,,,https://www.wikidata.org/wiki/Q105852944,,application/x-sbx,file format,Q235557,,normal,
sbx,wikidata,Q105853148,SeqBox container (v1),file format,,,https://www.wikidata.org/wiki/Q105853148,,application/x-sbx,file format,Q235557,,normal,
sbx,wikidata,Q27487348,Shapefile spatial index part 2,file format,ESRI Shapefile spatial index part 2; .sbx,,https://www.wikidata.org/wiki/Q27487348,,,file format,Q235557,,normal,
sbx,wikidata,Q56827141,SeqBox file,file format,.sbx; SBX,,https://www.wikidata.org/wiki/Q56827141,,application/x-sbx,file format,Q235557,,normal,
sbx,wikidata,Q59999470,ESRI Spatial Index File,file format,.sbn,,https://www.wikidata.org/wiki/Q59999470,,,file format,Q235557,,normal,
sbxl,wikidata,Q125914662,Sandboxels Save File,file format,,,https://www.wikidata.org/wiki/Q125914662,,,file format,Q235557,,normal,
sbz,wikidata,Q105851869,ShowBiZ project,file format,,,https://www.wikidata.org/wiki/Q105851869,,,file format,Q235557,,normal,
sc,wikidata,Q105852021,SuperCollider Class,file format,SuperCollider source code file; SuperCollider file format,,https://www.wikidata.org/wiki/Q105852021,,text/plain; application/supercollider; text/supercollider,file format,Q235557,,normal,
sc,wikidata,Q105852762,sc Spreadsheet Calculator spreadsheet,file format,,,https://www.wikidata.org/wiki/Q105852762,,text/plain,file format,Q235557,,normal,
sc2,wikidata,Q105858505,MSX BASIC Graphics bitmap (screen 2),file format,,,https://www.wikidata.org/wiki/Q105858505,,application/octet-stream,file format,Q235557,,normal,
sc2,wikidata,Q28009482,SimCity 2000 Saved City,file format,.sc2,,https://www.wikidata.org/wiki/Q28009482,,,file format,Q235557,,normal,
sc2,wikidata,Q28206625,MSX BASIC graphics,file format,.grp; .sc2; .sc5; .sc6; .sc7; .sc8; .scc,,https://www.wikidata.org/wiki/Q28206625,,application/octet-stream,file format,Q235557,,normal,
sc2,wikidata,Q29904547,Statistical Analysis System catalog,file format,.sas7bcat; .sc7; .sc2,,https://www.wikidata.org/wiki/Q29904547,,,file format,Q235557,,normal,
sc2replay,wikidata,Q105852261,StarCraft 2 game replay,file format,,,https://www.wikidata.org/wiki/Q105852261,,,file format,Q235557,,normal,
sc5,wikidata,Q28206625,MSX BASIC graphics,file format,.grp; .sc2; .sc5; .sc6; .sc7; .sc8; .scc,,https://www.wikidata.org/wiki/Q28206625,,application/octet-stream,file format,Q235557,,normal,
sc6,wikidata,Q28206625,MSX BASIC graphics,file format,.grp; .sc2; .sc5; .sc6; .sc7; .sc8; .scc,,https://www.wikidata.org/wiki/Q28206625,,application/octet-stream,file format,Q235557,,normal,
sc68,wikidata,Q105851908,sc68 soundchip music,file format,,,https://www.wikidata.org/wiki/Q105851908,,application/octet-stream,file format,Q235557,,normal,
sc7,wikidata,Q105859041,MSX BASIC Graphics bitmap (screen 7-8-12),file format,,,https://www.wikidata.org/wiki/Q105859041,,application/octet-stream,file format,Q235557,,normal,
sc7,wikidata,Q28206625,MSX BASIC graphics,file format,.grp; .sc2; .sc5; .sc6; .sc7; .sc8; .scc,,https://www.wikidata.org/wiki/Q28206625,,application/octet-stream,file format,Q235557,,normal,
sc7,wikidata,Q29904547,Statistical Analysis System catalog,file format,.sas7bcat; .sc7; .sc2,,https://www.wikidata.org/wiki/Q29904547,,,file format,Q235557,,normal,
sc7,wikidata,Q47486873,Statistical Analysis System Catalog (Windows),file format for SAS catalog for Windows,sas7bdcat; sc7,,https://www.wikidata.org/wiki/Q47486873,,,file format,Q235557,,normal,
sc7,wikidata,Q47486880,Statistical Analysis System Catalog (Unix),file format for SAS catalog for Unix,sas7bcat; sc7,,https://www.wikidata.org/wiki/Q47486880,,,file format,Q235557,,normal,
sc7,wikidata,Q47486887,Statistical Analysis System Catalog (Windows),version 9.2 of the SAS catalog file format for Windows,sc7; sas7bcat,,https://www.wikidata.org/wiki/Q47486887,,,file format,Q235557,,normal,
sc7,wikidata,Q47486893,Statistical Analysis System Catalog (Unix),version 9.2 of the SAS catalog file format for Unix,sc7; sas7bcat,,https://www.wikidata.org/wiki/Q47486893,,,file format,Q235557,,normal,
sc7,wikidata,Q47486901,Statistical Analysis System Catalog (Windows),version 9.3 of the SAS catalog file format for Windows,sas7bcat; sc7,,https://www.wikidata.org/wiki/Q47486901,,,file format,Q235557,,normal,
sc7,wikidata,Q47486934,Statistical Analysis System Catalog (Unix),version 9.3 of the SAS catalog file format for Unix,sas7bcat; sc7,,https://www.wikidata.org/wiki/Q47486934,,,file format,Q235557,,normal,
sc7,wikidata,Q59492181,Statistical Analysis System Catalog (Windows),version 9.1 of the Statistical Analysis System Catalog (Windows) file format,sas7bcat; sc7,,https://www.wikidata.org/wiki/Q59492181,,,file format,Q235557,,normal,
sc7,wikidata,Q59492197,Statistical Analysis System Catalog (Unix),version 9.1 of Statistical Analysis System Catalog (Unix) file format,.sas7bcat; .sc7,,https://www.wikidata.org/wiki/Q59492197,,,file format,Q235557,,normal,
sc8,wikidata,Q105859041,MSX BASIC Graphics bitmap (screen 7-8-12),file format,,,https://www.wikidata.org/wiki/Q105859041,,application/octet-stream,file format,Q235557,,normal,
sc8,wikidata,Q28206625,MSX BASIC graphics,file format,.grp; .sc2; .sc5; .sc6; .sc7; .sc8; .scc,,https://www.wikidata.org/wiki/Q28206625,,application/octet-stream,file format,Q235557,,normal,
sca,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scad,wikidata,Q127813473,OpenSCAD file format,file format,,,https://www.wikidata.org/wiki/Q127813473,,application/x-openscad,file format,Q235557,,normal,
scala,wikidata,Q126951861,Scala source code file,file format,Scala file,,https://www.wikidata.org/wiki/Q126951861,,text/x-scala,file format,Q235557,,normal,
scaml,wikidata,Q130742105,Scaml markup file,file format,Scaml file format,,https://www.wikidata.org/wiki/Q130742105,,text/x-scaml,file format,Q235557,,normal,
scattershow,wikidata,Q113626396,ScatterShow file,file format,ScatterShow Document,,https://www.wikidata.org/wiki/Q113626396,,,file format,Q235557,,normal,
scb,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scc,wikidata,Q105853380,Visual SourceSafe control file (var 1),file format,,,https://www.wikidata.org/wiki/Q105853380,,,file format,Q235557,,normal,
scc,wikidata,Q105859041,MSX BASIC Graphics bitmap (screen 7-8-12),file format,,,https://www.wikidata.org/wiki/Q105859041,,application/octet-stream,file format,Q235557,,normal,
scc,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scc,wikidata,Q28206625,MSX BASIC graphics,file format,.grp; .sc2; .sc5; .sc6; .sc7; .sc8; .scc,,https://www.wikidata.org/wiki/Q28206625,,application/octet-stream,file format,Q235557,,normal,
scc,wikidata,Q85415606,Sonic Scenarist Closed Caption Format,file format,.scc,,https://www.wikidata.org/wiki/Q85415606,,,file format,Q235557,,normal,
scd,wikidata,Q105852298,SCD Square Enix Sound Container File,file format,,,https://www.wikidata.org/wiki/Q105852298,,application/octet-stream,file format,Q235557,,normal,
scd,wikidata,Q105852470,BinkleyTerm Schedule data,file format,,,https://www.wikidata.org/wiki/Q105852470,,application/octet-stream,file format,Q235557,,normal,
scd,wikidata,Q105858652,Agfa/Matrix SCODL bitmap,file format,,,https://www.wikidata.org/wiki/Q105858652,,,file format,Q235557,,normal,
scd,wikidata,Q130742282,scdoc file format,file format,,,https://www.wikidata.org/wiki/Q130742282,,,file format,Q235557,,normal,
scd,wikidata,Q17484151,Scribus Document,file format,,,https://www.wikidata.org/wiki/Q17484151,,application/vnd.scribus,file format,Q235557,,normal,
scd,wikidata,Q51718267,Schedule+ Contacts,file format,.scd; Schedule Plus Contacts,,https://www.wikidata.org/wiki/Q51718267,,application/octet-stream,file format,Q235557,,normal,
scd.gz,wikidata,Q17484151,Scribus Document,file format,,,https://www.wikidata.org/wiki/Q17484151,,application/vnd.scribus,file format,Q235557,,normal,
scdoc,wikidata,Q105852171,SpaceClaim Document,file format,,,https://www.wikidata.org/wiki/Q105852171,,application/octet-stream,file format,Q235557,,normal,
scdoc,wikidata,Q130742282,scdoc file format,file format,,,https://www.wikidata.org/wiki/Q130742282,,,file format,Q235557,,normal,
sce,wikidata,Q105852458,Opticks Scene,file format,,,https://www.wikidata.org/wiki/Q105852458,,text/plain,file format,Q235557,,normal,
sce,wikidata,Q110501140,Associated Signature Container Extended,file format,ASiC-E,,https://www.wikidata.org/wiki/Q110501140,,application/vnd.etsi.asic-e+zip,file format,Q235557,,normal,
sce,wikidata,Q130743462,Scilab source code file,file format,Scilab file format,,https://www.wikidata.org/wiki/Q130743462,,text/scilab,file format,Q235557,,normal,
sce,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scen,wikidata,Q105851779,Caligari TrueSpace Scene (v2.x),file format,TrueSpace Scene (v2.x),,https://www.wikidata.org/wiki/Q105851779,,application/octet-stream,file format,Q235557,,normal,
scene,wikidata,Q105852588,3D Master Scene,file format,,,https://www.wikidata.org/wiki/Q105852588,,application/octet-stream,file format,Q235557,,normal,
scf,wikidata,Q105851920,VIA setup configuration file,file format,,,https://www.wikidata.org/wiki/Q105851920,,,file format,Q235557,,normal,
scf,wikidata,Q105851975,Windows Explorer Command Shell file,file format,,,https://www.wikidata.org/wiki/Q105851975,,,file format,Q235557,,normal,
scf,wikidata,Q105852082,Double Commander Shortcuts,file format,,,https://www.wikidata.org/wiki/Q105852082,,text/plain,file format,Q235557,,normal,
scf,wikidata,Q105852223,Altera Synopsys Constraints Format,file format,,,https://www.wikidata.org/wiki/Q105852223,,application/octet-stream,file format,Q235557,,normal,
scf,wikidata,Q28009476,SCF,file format,.scf; Staden chromatogram files; DNA Sequence Chromatogram File; Sequence Chromatogram File; Standard Chromatogram Format,,https://www.wikidata.org/wiki/Q28009476,,,file format,Q235557,,normal,
scg,wikidata,Q105852173,Scidb game moves info,file format,,,https://www.wikidata.org/wiki/Q105852173,,application/octet-stream,file format,Q235557,,normal,
scg,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
sch,wikidata,Q105852265,EAGLE File Format schematic (v6+),file format,Autodesk Eagle schematic,,https://www.wikidata.org/wiki/Q105852265,,application/x-eagle-schematic,file format,Q235557,,normal,
sch,wikidata,Q105852663,KiCad Schematics,file format,,,https://www.wikidata.org/wiki/Q105852663,,application/x-kicad-schematic,file format,Q235557,,normal,
sch,wikidata,Q105852820,Qucs schematic (v0.0.x),file format,,,https://www.wikidata.org/wiki/Q105852820,,,file format,Q235557,,normal,
sch,wikidata,Q105853168,Proton language Schema,file format,,,https://www.wikidata.org/wiki/Q105853168,,text/plain,file format,Q235557,,normal,
sch,wikidata,Q105858885,GFA Raytrace Compressed image (hi-res) bitmap,file format,,,https://www.wikidata.org/wiki/Q105858885,,application/octet-stream,file format,Q235557,,normal,
sch,wikidata,Q118140141,Serenade Schematic File,file format,,,https://www.wikidata.org/wiki/Q118140141,,,file format,Q235557,,normal,
sch,wikidata,Q29000499,OrCAD schematic,file format,.sch,,https://www.wikidata.org/wiki/Q29000499,,,file format,Q235557,,normal,
sch,wikidata,Q34305425,Scheme script,file format,.scm; .sch; .ss,,https://www.wikidata.org/wiki/Q34305425,,application/x-scheme; text/x-scheme,file format,Q235557,,normal,
schematic,wikidata,Q137196163,Minecraft Schematic File,file format,,,https://www.wikidata.org/wiki/Q137196163,,,file format,Q235557,,normal,
scheme,wikidata,Q105852325,Programmer's Notepad Scheme (UTF-8),file format,,,https://www.wikidata.org/wiki/Q105852325,,text/xml,file format,Q235557,,normal,
scheme,wikidata,Q105852455,Programmer's Notepad Scheme,file format,,,https://www.wikidata.org/wiki/Q105852455,,text/xml,file format,Q235557,,normal,
schrepx,wikidata,Q105852201,DevExpress Scheduler Report layout,file format,,,https://www.wikidata.org/wiki/Q105852201,,text/plain,file format,Q235557,,normal,
sci,wikidata,Q105852642,Scidb game data,file format,,,https://www.wikidata.org/wiki/Q105852642,,application/octet-stream,file format,Q235557,,normal,
sci,wikidata,Q105858530,ColoRIX bitmap,file format,,,https://www.wikidata.org/wiki/Q105858530,,application/octet-stream,file format,Q235557,,normal,
sci,wikidata,Q113661747,SciFax file,file format,SciFax Fax file,,https://www.wikidata.org/wiki/Q113661747,,,file format,Q235557,,normal,
sci,wikidata,Q130743462,Scilab source code file,file format,Scilab file format,,https://www.wikidata.org/wiki/Q130743462,,text/scilab,file format,Q235557,,normal,
sci,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
sck,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scl,wikidata,Q105851912,Sinclair TR-DOS disk image,file format,,,https://www.wikidata.org/wiki/Q105851912,,application/octet-stream,file format,Q235557,,normal,
scl,wikidata,Q105852855,FrontDesigner Scale setting,file format,,,https://www.wikidata.org/wiki/Q105852855,,text/plain,file format,Q235557,,normal,
scl,wikidata,Q105858759,GFA Raytrace Compressed image (low-res) bitmap,file format,,,https://www.wikidata.org/wiki/Q105858759,,application/octet-stream,file format,Q235557,,normal,
scl,wikidata,Q114889812,Scrapbook Factory Deluxe Caledar file,file format,Scrapbook Factory Deluxe Caledar,,https://www.wikidata.org/wiki/Q114889812,,,file format,Q235557,,normal,
scl,wikidata,Q123385570,Scene library file,file format,Scene library,,https://www.wikidata.org/wiki/Q123385570,,,file format,Q235557,,normal,
scl,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scm,wikidata,Q105851672,Samsung TV channels list,file format,,,https://www.wikidata.org/wiki/Q105851672,,application/octet-stream,file format,Q235557,,normal,
scm,wikidata,Q105851939,GIMP Script-Fu Script,file format,,,https://www.wikidata.org/wiki/Q105851939,,,file format,Q235557,,normal,
scm,wikidata,Q34305425,Scheme script,file format,.scm; .sch; .ss,,https://www.wikidata.org/wiki/Q34305425,,application/x-scheme; text/x-scheme,file format,Q235557,,normal,
scm,wikidata,Q66662412,ScreenCam Movies,file format,.scm; Lotus Screencam Data File; Lotus Screencam Data File 3.0-3.1,,https://www.wikidata.org/wiki/Q66662412,,application/vnd.lotus-screencam,file format,Q235557,,normal,
scn,wikidata,Q105851663,Savara Scenario,file format,,,https://www.wikidata.org/wiki/Q105851663,,text/xml,file format,Q235557,,normal,
scn,wikidata,Q105851932,FMS Scenery,file format,,,https://www.wikidata.org/wiki/Q105851932,,,file format,Q235557,,normal,
scn,wikidata,Q105851972,Psion Archive Screen,file format,,,https://www.wikidata.org/wiki/Q105851972,,application/octet-stream,file format,Q235557,,normal,
