pl_id,ext,source,strength,source_key,evidence
pl/slim,.slim,pygments,primary,SlimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/slint,.slint,linguist,primary,Slint,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smali,.smali,linguist,primary,Smali,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smali,.smali,pygments,primary,SmaliLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/smalltalk,.st,linguist,primary,Smalltalk,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smalltalk,.cs,linguist,secondary,Smalltalk,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smalltalk,.st,pygments,primary,SmalltalkLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/smarty,.tpl,linguist,primary,Smarty,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smarty,.tpl,pygments,primary,SmartyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/smithy,.smithy,linguist,primary,Smithy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smithy,.smithy,pygments,primary,SmithyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sml,.sml,pygments,primary,SMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sml,.sig,pygments,secondary,SMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sml,.fun,pygments,secondary,SMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/smpl,.cocci,linguist,primary,SmPL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smt,.smt2,linguist,primary,SMT,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smt,.smt,linguist,secondary,SMT,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/smt,.z3,linguist,secondary,SMT,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/snakemake,.smk,linguist,primary,Snakemake,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/snakemake,.snakefile,linguist,secondary,Snakemake,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/snbt,.snbt,pygments,primary,SNBTLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/snobol,.snobol,pygments,primary,SnobolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/solidity,.sol,linguist,primary,Solidity,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/solidity,.sol,pygments,primary,SolidityLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sophia,.aes,pygments,primary,SophiaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sourcepawn,.sp,linguist,primary,SourcePawn,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sourcepawn,.inc,linguist,secondary,SourcePawn,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sourcepawn,.pov,pygments,primary,PovrayLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sourcepawn,.inc,pygments,secondary,PovrayLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sparql,.sparql,linguist,primary,SPARQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sparql,.rq,linguist,secondary,SPARQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sparql,.rq,pygments,primary,SparqlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sparql,.sparql,pygments,secondary,SparqlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/spec,.spec,pygments,primary,RPMSpecLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/spice,.spice,pygments,primary,SpiceLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/spline-font-database,.sfd,linguist,primary,Spline Font Database,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sqf,.sqf,linguist,primary,SQF,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sqf,.hqf,linguist,secondary,SQF,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.sql,linguist,primary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.ddl,linguist,secondary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.inc,linguist,secondary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.mysql,linguist,secondary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.prc,linguist,secondary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.tab,linguist,secondary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.udf,linguist,secondary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.viw,linguist,secondary,SQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sql,.sql,pygments,primary,SqlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/sqlpl,.sql,linguist,primary,SQLPL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sqlpl,.db2,linguist,secondary,SQLPL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sqlpl,.sql,pygments,primary,TransactSqlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/squeak,.st,pygments,primary,SmalltalkLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/squirrel,.nut,linguist,primary,Squirrel,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/srecode-template,.srt,linguist,primary,SRecode Template,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stan,.stan,linguist,primary,Stan,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stan,.stan,pygments,primary,StanLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/standard-ml,.ml,linguist,primary,Standard ML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/standard-ml,.fun,linguist,secondary,Standard ML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/standard-ml,.sig,linguist,secondary,Standard ML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/standard-ml,.sml,linguist,secondary,Standard ML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/standard-ml,.sml,pygments,primary,SMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/standard-ml,.sig,pygments,secondary,SMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/standard-ml,.fun,pygments,secondary,SMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/star-5,.star,linguist,primary,STAR,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/starlark,.bzl,linguist,primary,Starlark,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/starlark,.star,linguist,secondary,Starlark,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/starlark,.py,pygments,primary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.pyw,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.pyi,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.jy,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.sage,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.sc,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.sconstruct,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.sconscript,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.bzl,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.buck,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.build,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.workspace,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/starlark,.tac,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/stata,.do,linguist,primary,Stata,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stata,.ado,linguist,secondary,Stata,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stata,.doh,linguist,secondary,Stata,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stata,.ihlp,linguist,secondary,Stata,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stata,.mata,linguist,secondary,Stata,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stata,.matah,linguist,secondary,Stata,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stata,.sthlp,linguist,secondary,Stata,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stata,.do,pygments,primary,StataLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/stata,.ado,pygments,secondary,StataLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/stl,.stl,linguist,primary,STL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ston,.ston,linguist,primary,STON,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stringtemplate,.st,linguist,primary,StringTemplate,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/stringtemplate,.st,pygments,primary,SmalltalkLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/stylus,.styl,linguist,primary,Stylus,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/subrip-text,.srt,linguist,primary,SubRip Text,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sugarss,.sss,linguist,primary,SugarSS,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/supercollider,.sc,linguist,primary,SuperCollider,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/supercollider,.scd,linguist,secondary,SuperCollider,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/supercollider,.sc,pygments,primary,SuperColliderLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/supercollider,.scd,pygments,secondary,SuperColliderLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/surrealql,.surql,linguist,primary,SurrealQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/survex-data,.svx,linguist,primary,Survex data,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/svelte,.svelte,linguist,primary,Svelte,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/svg,.svg,linguist,primary,SVG,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sway,.sw,linguist,primary,Sway,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/sweave,.rnw,linguist,primary,Sweave,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/swift,.swift,linguist,primary,Swift,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/swift,.swift,pygments,primary,SwiftLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/swift-programming-language,.swift,pygments,primary,SwiftLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/swig,.i,linguist,primary,SWIG,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/swig,.swg,linguist,secondary,SWIG,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/swig,.swig,linguist,secondary,SWIG,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/swig,.swg,pygments,primary,SwigLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/swig,.i,pygments,secondary,SwigLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/systemverilog,.sv,linguist,primary,SystemVerilog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/systemverilog,.svh,linguist,secondary,SystemVerilog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/systemverilog,.vh,linguist,secondary,SystemVerilog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/systemverilog,.sv,pygments,primary,SystemVerilogLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/systemverilog,.svh,pygments,secondary,SystemVerilogLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tact,.tact,linguist,primary,Tact,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tact,.tact,pygments,primary,TactLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tal,.tal,pygments,primary,TalLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/talon,.talon,linguist,primary,Talon,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tap,.tap,pygments,primary,TAPLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tasm,.asm,pygments,primary,TasmLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tasm,.tasm,pygments,secondary,TasmLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tcl,.tcl,linguist,primary,Tcl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tcl,.adp,linguist,secondary,Tcl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tcl,.sdc,linguist,secondary,Tcl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tcl,.tm,linguist,secondary,Tcl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tcl,.xdc,linguist,secondary,Tcl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tcl,.tcl,pygments,primary,TclLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tcl,.rvt,pygments,secondary,TclLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tcsh,.tcsh,linguist,primary,Tcsh,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tcsh,.csh,linguist,secondary,Tcsh,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tcsh,.tcsh,pygments,primary,TcshLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tcsh,.csh,pygments,secondary,TcshLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tea,.tea,linguist,primary,Tea,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tea,.tea,pygments,primary,TeaTemplateLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tea-programming-language,.tea,pygments,primary,TeaTemplateLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/teal,.tl,linguist,primary,Teal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/teal,.teal,pygments,primary,TealLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/templ,.templ,linguist,primary,templ,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/terra,.t,linguist,primary,Terra,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/terraform-template,.tftpl,linguist,primary,Terraform Template,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.tex,linguist,primary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.aux,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.bbx,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.cbx,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.cls,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.dtx,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.ins,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.lbx,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.ltx,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.mkii,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.mkiv,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.mkvi,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.sty,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.toc,linguist,secondary,TeX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tex,.tex,pygments,primary,TexLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tex,.aux,pygments,secondary,TexLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tex,.toc,pygments,secondary,TexLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/texinfo,.texinfo,linguist,primary,Texinfo,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/texinfo,.texi,linguist,secondary,Texinfo,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/texinfo,.txi,linguist,secondary,Texinfo,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/text,.txt,linguist,primary,Text,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/text,.fr,linguist,secondary,Text,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/text,.nb,linguist,secondary,Text,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/text,.ncl,linguist,secondary,Text,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/text,.no,linguist,secondary,Text,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/text,.txt,pygments,primary,TextLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/textgrid,.textgrid,linguist,primary,TextGrid,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/textile,.textile,linguist,primary,Textile,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tf,.tf,pygments,primary,TerraformLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tf,.hcl,pygments,secondary,TerraformLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/thrift,.thrift,linguist,primary,Thrift,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/thrift,.thrift,pygments,primary,ThriftLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tibang,.ti,pygments,primary,ThingsDBLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/ti-program,.8xp,linguist,primary,TI Program,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tl-verilog,.tlv,linguist,primary,TL-Verilog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tla,.tla,linguist,primary,TLA,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tmdl,.tmdl,linguist,primary,TMDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/todotxt,.todotxt,pygments,primary,TodotxtLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/toit,.toit,linguist,primary,Toit,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/toml,.toml,linguist,primary,TOML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/toml,.toml,pygments,primary,TOMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/toml,.pipfile,pygments,secondary,TOMLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tree-sitter-query,.scm,linguist,primary,Tree-sitter Query,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tree-sitter-query,.scm,pygments,primary,SchemeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tree-sitter-query,.ss,pygments,secondary,SchemeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/ts,.ts,pygments,primary,TypeScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tsplib-data,.tsp,linguist,primary,TSPLIB data,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tsql,.sql,linguist,primary,TSQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tsql,.sql,pygments,primary,TransactSqlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/tsv,.tsv,linguist,primary,TSV,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tsv,.vcf,linguist,secondary,TSV,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tsx,.tsx,linguist,primary,TSX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/tsx,.tsx,pygments,primary,TsxLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/turing,.t,linguist,primary,Turing,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/turing,.tu,linguist,secondary,Turing,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/turtle,.ttl,linguist,primary,Turtle,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/turtle,.ttl,pygments,primary,TurtleLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/twig,.twig,linguist,primary,Twig,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/txl,.txl,linguist,primary,TXL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/type-language,.tl,linguist,primary,Type Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/typescript,.ts,linguist,primary,TypeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/typescript,.cts,linguist,secondary,TypeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/typescript,.mts,linguist,secondary,TypeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/typescript,.ts,pygments,primary,TypeScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/typespec,.tsp,linguist,primary,TypeSpec,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/typoscript,.typoscript,pygments,primary,TypoScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/typst,.typ,linguist,primary,Typst,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/typst,.typ,pygments,primary,TypstLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/unicon,.icn,pygments,primary,UniconLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/unified-parallel-c,.upc,linguist,primary,Unified Parallel C,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.anim,linguist,primary,Unity3D Asset,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.asset,linguist,secondary,Unity3D Asset,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.mask,linguist,secondary,Unity3D Asset,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.mat,linguist,secondary,Unity3D Asset,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.meta,linguist,secondary,Unity3D Asset,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.prefab,linguist,secondary,Unity3D Asset,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.unity,linguist,secondary,Unity3D Asset,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unity3d-asset,.mask,pygments,primary,MaskLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/unix-assembly,.s,linguist,primary,Unix Assembly,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unix-assembly,.ms,linguist,secondary,Unix Assembly,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unix-assembly,.ms,pygments,primary,MiniScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/uno,.uno,linguist,primary,Uno,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/unrealscript,.uc,linguist,primary,UnrealScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/untyped-plutus-core,.uplc,linguist,primary,Untyped Plutus Core,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/urbiscript,.u,pygments,primary,UrbiscriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/urweb,.ur,linguist,primary,UrWeb,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/urweb,.urs,linguist,secondary,UrWeb,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/usd,.usd,pygments,primary,UsdLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/usd,.usda,pygments,secondary,UsdLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/uxntal,.tal,pygments,primary,TalLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/v,.v,linguist,primary,V,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/v,.v,pygments,primary,VerilogLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/v-programming-language,.v,pygments,primary,VerilogLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vala,.vala,linguist,primary,Vala,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vala,.vapi,linguist,secondary,Vala,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vala,.vala,pygments,primary,ValaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vala,.vapi,pygments,secondary,ValaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vala-programming-language,.vala,pygments,primary,ValaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vala-programming-language,.vapi,pygments,secondary,ValaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/valve-data-format,.vdf,linguist,primary,Valve Data Format,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vba,.bas,linguist,primary,VBA,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vba,.cls,linguist,secondary,VBA,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vba,.frm,linguist,secondary,VBA,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vba,.vba,linguist,secondary,VBA,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vba,.vb,pygments,primary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vba,.bas,pygments,secondary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vbscript,.vbs,linguist,primary,VBScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
