heuristic_id,applies_to_ext,priority,predicts_language,predicts_pl_id,pattern_kind,predicates_json,source
h/linguist/.scm/0,.scm,0,Tree-sitter Query,pl/tree-sitter-query,predicates,"[{""kind"": ""any"", ""regexes"": [""\\(#[\\w-]+[!\\?]"", ""(?:[\\)\\]]\\s*[\\*\\+\\?](?:\\s|$))"", ""(?:^\\s*\\w+:\\s*[\\(\\[\\\""])"", ""\\(#(?:set!|(?:not-)?(?:any-of|match)\\?)"", ""@[\\w.-]+(?:\\)\\s|$)""]}, {""kind"": ""not_any"", ""regexes"": [""\\([+\\-:<>\\/=~\\)]""]}]",linguist/heuristics.yml
h/linguist/.scm/1,.scm,1,Scheme,pl/scheme,predicates,"[{""kind"": ""any"", ""regexes"": [""(?:'[\\(\\*#]|\\w->\\w|\\.\\.\\.[\\s\\)]|\\([+\\-:<>\\/=~\\)]|~>|[#`]\\(|#:\\w)"", ""^\\s*\\((?:define\\*?|import|library|lambda)""]}, {""kind"": ""not_any"", ""regexes"": [""\\(#[\\w-]+[!\\?]"", ""(?:[\\)\\]]\\s*[\\*\\+\\?](?:\\s|$))"", ""@[\\w.-]+(?:\\)\\s|$)""]}]",linguist/heuristics.yml
h/linguist/.sol/0,.sol,0,Solidity,pl/solidity,predicates,"[{""kind"": ""any"", ""regexes"": [""\\bpragma\\s+solidity\\b|\\b(?:abstract\\s+)?contract\\s+[a-zA-Z$_][a-zA-Z0-9$_]*(?:\\s+is\\s+(?:[a-zA-Z0-9$_][^\\{]*?)?)?\\s*\\{""]}]",linguist/heuristics.yml
h/linguist/.sol/1,.sol,1,Gerber Image,pl/gerber-image,predicates,"[{""kind"": ""any"", ""regexes"": [""^[DGMT][0-9]{2}\\*(?:\\r?\\n|\\r)""]}]",linguist/heuristics.yml
h/linguist/.sql/0,.sql,0,PLpgSQL,pl/plpgsql,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:^\\\\i\\b|AS\\s+\\$\\$|LANGUAGE\\s+'?plpgsql'?|BEGIN(\\s+WORK)?\\s*;)""]}]",linguist/heuristics.yml
h/linguist/.sql/1,.sql,1,SQLPL,pl/sqlpl,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:ALTER\\s+MODULE|MODE\\s+DB2SQL|\\bSYS(CAT|PROC)\\.|ASSOCIATE\\s+RESULT\\s+SET|\\bEND!\\s*$)""]}]",linguist/heuristics.yml
h/linguist/.sql/2,.sql,2,PLSQL,pl/plsql,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:\\$\\$PLSQL_|XMLTYPE|systimestamp|\\.nextval|CONNECT\\s+BY|AUTHID\\s+(DEFINER|CURRENT_USER)|constructor\\W+function)""]}]",linguist/heuristics.yml
h/linguist/.sql/3,.sql,3,TSQL,pl/tsql,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:^\\s*GO\\b|BEGIN(\\s+TRY|\\s+CATCH)|OUTPUT\\s+INSERTED|DECLARE\\s+@|\\[dbo\\])""]}]",linguist/heuristics.yml
h/linguist/.sql/4,.sql,4,SQL,pl/sql,default,[],linguist/heuristics.yml
h/linguist/.srt/0,.srt,0,SubRip Text,pl/subrip-text,predicates,"[{""kind"": ""any"", ""regexes"": [""^(\\d{2}:\\d{2}:\\d{2},\\d{3})\\s*(-->)\\s*(\\d{2}:\\d{2}:\\d{2},\\d{3})$""]}]",linguist/heuristics.yml
h/linguist/.srv/0,.srv,0,ROS Interface,pl/ros-interface,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i)^[a-z]\\w*(?:\\/[a-z]\\w*)?(?:<=\\d+)?(?:\\[(?:<=\\d+)?\\])?\\s+\\w+\\b""]}, {""kind"": ""any"", ""regexes"": [""^---\\s*$""]}, {""kind"": ""not_any"", ""regexes"": [""^\\s*[^\\s@#\\w-]""]}]",linguist/heuristics.yml
h/linguist/.st/0,.st,0,StringTemplate,pl/stringtemplate,predicates,"[{""kind"": ""any"", ""regexes"": [""\\$\\w+[($]|.!\\s*.+?\\s*!.|<!\\s*.+?\\s*!>|\\[!\\s*.+?\\s*!\\]|\\{!\\s*.+?\\s*!\\}""]}]",linguist/heuristics.yml
h/linguist/.st/1,.st,1,Smalltalk,pl/smalltalk,predicates,"[{""kind"": ""any"", ""regexes"": [""\\A\\s*[\\[{(^\""'\\w#]|[a-zA-Z_]\\w*\\s*:=\\s*[a-zA-Z_]\\w*|class\\s*>>\\s*[a-zA-Z_]\\w*|^[a-zA-Z_]\\w*\\s+[a-zA-Z_]\\w*:|^Class\\s*\\{|if(?:True|False):\\s*\\[""]}]",linguist/heuristics.yml
h/linguist/.star/0,.star,0,STAR,pl/star-5,predicates,"[{""kind"": ""any"", ""regexes"": [""^loop_\\s*$""]}]",linguist/heuristics.yml
h/linguist/.star/1,.star,1,Starlark,pl/starlark,default,[],linguist/heuristics.yml
h/linguist/.stl/0,.stl,0,STL,pl/stl,predicates,"[{""kind"": ""any"", ""regexes"": [""\\A\\s*solid(?:$|\\s)[\\s\\S]*^endsolid(?:$|\\s)""]}]",linguist/heuristics.yml
h/linguist/.svx/0,.svx,0,Survex data,pl/survex-data,predicates,"[{""kind"": ""any"", ""regexes"": [""\\A(;|\\*[^*]+$)""]}]",linguist/heuristics.yml
h/linguist/.svx/1,.svx,1,mdsvex,pl/mdsvex,default,[],linguist/heuristics.yml
h/linguist/.sw/0,.sw,0,Sway,pl/sway,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(?:(?:abi|dep|fn|impl|mod|pub|trait)\\s|#\\[)""]}]",linguist/heuristics.yml
h/linguist/.sw/1,.sw,1,XML,pl/xml,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*<\\?xml\\s+version""]}]",linguist/heuristics.yml
h/linguist/.t/0,.t,0,Perl,pl/perl,predicates,"[{""kind"": ""not_any"", ""regexes"": [""^\\s*use\\s+v6\\b""]}, {""kind"": ""any"", ""regexes"": [""\\buse\\s+(?:strict\\b|v?5\\b)"", ""^\\s*use\\s+(?:constant|overload)\\b"", ""^\\s*(?:\\*|(?:our\\s*)?@)EXPORT\\s*="", ""^\\s*package\\s+[^\\W\\d]\\w*(?:::\\w+)*\\s*(?:[;{]|\\sv?\\d)"", ""[\\s$][^\\W\\d]\\w*(?::\\w+)*->[a-zA-Z_\\[({]""]}]",linguist/heuristics.yml
h/linguist/.t/1,.t,1,Raku,pl/raku,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*(?:use\\s+v6\\b|\\bmodule\\b|\\bmy\\s+class\\b)""]}]",linguist/heuristics.yml
h/linguist/.t/2,.t,2,Turing,pl/turing,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\s*%[ \\t]+|^\\s*var\\s+\\w+(\\s*:\\s*\\w+)?\\s*:=\\s*\\w+""]}]",linguist/heuristics.yml
h/linguist/.tact/0,.tact,0,JSON,pl/json,predicates,"[{""kind"": ""any"", ""regexes"": [""\\A\\s*\\{\\\""""]}]",linguist/heuristics.yml
h/linguist/.tact/1,.tact,1,Tact,pl/tact,default,[],linguist/heuristics.yml
h/linguist/.tag/0,.tag,0,Java Server Pages,pl/java-server-pages,predicates,"[{""kind"": ""any"", ""regexes"": [""<%[@!=\\s]?\\s*(taglib|tag|include|attribute|variable)\\s""]}]",linguist/heuristics.yml
h/linguist/.tl/0,.tl,0,Teal,pl/teal,predicates,"[{""kind"": ""any"", ""regexes"": [""--.*""]}, {""kind"": ""any"", ""regexes"": [""\\b(local|function|end|record|interface|enum)\\b""]}]",linguist/heuristics.yml
h/linguist/.tl/1,.tl,1,Type Language,pl/type-language,default,[],linguist/heuristics.yml
h/linguist/.tlv/0,.tlv,0,TL-Verilog,pl/tl-verilog,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\\\.{0,10}TLV_version""]}]",linguist/heuristics.yml
h/linguist/.toc/0,.toc,0,World of Warcraft Addon Data,pl/world-of-warcraft-addon-data,predicates,"[{""kind"": ""any"", ""regexes"": [""^## |@no-lib-strip@""]}]",linguist/heuristics.yml
h/linguist/.toc/1,.toc,1,TeX,pl/tex,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\\\(contentsline|defcounter|beamer|boolfalse)""]}]",linguist/heuristics.yml
h/linguist/.tpl/0,.tpl,0,Go Template,pl/go-template,predicates,"[{""kind"": ""any"", ""regexes"": [""\\{\\{-?\\s*(\\`?\\\""\\\\?\\\""?|\\/\\*\\s|\\w*)\\b""]}]",linguist/heuristics.yml
h/linguist/.tpl/1,.tpl,1,Smarty,pl/smarty,predicates,"[{""kind"": ""any"", ""regexes"": [""(?<!\\{)\\{(\\*\\s|\\$|\\/)?\\w*\\b""]}]",linguist/heuristics.yml
h/linguist/.ts/0,.ts,0,XML,pl/xml,predicates,"[{""kind"": ""any"", ""regexes"": [""<TS\\b""]}]",linguist/heuristics.yml
h/linguist/.ts/1,.ts,1,TypeScript,pl/typescript,default,[],linguist/heuristics.yml
h/linguist/.tsp/0,.tsp,0,TypeSpec,pl/typespec,predicates,"[{""kind"": ""any"", ""regexes"": [""^(import|using|namespace|interface|op|model|scalar|alias|union|enum)\\s""]}]",linguist/heuristics.yml
h/linguist/.tsp/1,.tsp,1,TSPLIB data,pl/tsplib-data,predicates,"[{""kind"": ""any"", ""regexes"": [""^(NAME|TYPE|DIMENSION|EDGE_WEIGHT_TYPE|EDGE_WEIGHT_FORMAT)\\s*:""]}]",linguist/heuristics.yml
h/linguist/.tst/0,.tst,0,GAP,pl/gap,predicates,"[{""kind"": ""any"", ""regexes"": [""gap> ""]}]",linguist/heuristics.yml
h/linguist/.tst/1,.tst,1,Scilab,pl/scilab,default,[],linguist/heuristics.yml
h/linguist/.tsx/0,.tsx,0,XML,pl/xml,predicates,"[{""kind"": ""any"", ""regexes"": [""(?i:^\\s*<\\?xml\\s+version)""]}]",linguist/heuristics.yml
h/linguist/.tsx/1,.tsx,1,TSX,pl/tsx,default,[],linguist/heuristics.yml
h/linguist/.txt/0,.txt,0,Vim Help File,pl/vim-help-file,predicates,"[{""kind"": ""any"", ""regexes"": [""(?:(?:^|[ \\t])(?:vi|Vi(?=m))(?:m[<=>]?[0-9]+|m)?|[ \\t]ex)(?=:(?=[ \\t]*set?[ \\t][^\\r\\n:]+:)|:(?![ \\t]*set?[ \\t]))(?:(?:[ \\t]*:[ \\t]*|[ \\t])\\w*(?:[ \\t]*=(?:[^\\\\\\s]|\\\\.)*)?)*[ \\t:](?:filetype|ft|syntax)[ \\t]*=(help)(?=$|\\s|:)""]}]",linguist/heuristics.yml
h/linguist/.txt/1,.txt,1,Hosts File,pl/hosts-file,predicates,"[{""kind"": ""any"", ""regexes"": [""(?xi) ^\n\n# IPv4 address\n(?<ipv4>\n  (?!\\.)\n  (?:\\.?\n    (?: 25[0-5]  # 250-255\n    |   2[0-4]\\d # 200-249\n    |   1\\d\\d    # 100-199\n    |   [1-9]?\\d # 0-99\n    )\\b\n){4})\n\n# CIDR notation: /[0-32]\n(?<cidr>/(3[0-2]|[12]?\\d)\\b)?\n\n# Domains list\n(?<domains>\n  [ \\t]+\n  \\w[-\\w]* (?:\\.\\w[-\\w]*)*\n  (?<!-)\\b\n)*+\n\n(?:$|\\s)""]}]",linguist/heuristics.yml
h/linguist/.txt/2,.txt,2,Adblock Filter List,pl/adblock-filter-list,predicates,"[{""kind"": ""any"", ""regexes"": [""(?x)\\A\n\\[\n(?<version>\n  (?:\n    [Aa]d[Bb]lock\n    (?:[ \\t][Pp]lus)?\n    |\n    u[Bb]lock\n    (?:[ \\t][Oo]rigin)?\n    |\n    [Aa]d[Gg]uard\n  )\n  (?:[ \\t] \\d+(?:\\.\\d+)*+)?\n)\n(?:\n  [ \\t]?;[ \\t]?\n  \\g<version>\n)*+\n\\]""]}]",linguist/heuristics.yml
h/linguist/.txt/3,.txt,3,Text,pl/text,default,[],linguist/heuristics.yml
h/linguist/.typ/0,.typ,0,Typst,pl/typst,predicates,"[{""kind"": ""any"", ""regexes"": [""^#(import|show|let|set)""]}]",linguist/heuristics.yml
h/linguist/.typ/1,.typ,1,XML,pl/xml,default,[],linguist/heuristics.yml
h/linguist/.url/0,.url,0,INI,pl/ini,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\[InternetShortcut\\](?:\\r?\\n|\\r)([^\\s\\[][^\\r\\n]*(?:\\r?\\n|\\r)){0,20}URL=""]}]",linguist/heuristics.yml
h/linguist/.v/0,.v,0,Rocq Prover,pl/rocq-prover,predicates,"[{""kind"": ""any"", ""regexes"": [""(?:^|\\s)(?:Proof|Qed)\\.(?:$|\\s)|(?:^|\\s)Require[ \\t]+(Import|Export)\\s""]}]",linguist/heuristics.yml
h/linguist/.v/1,.v,1,Verilog,pl/verilog,predicates,"[{""kind"": ""any"", ""regexes"": [""^[ \\t]*module\\s+[^\\s()]+\\s*\\#?\\(|^[ \\t]*`(?:define|ifdef|ifndef|include|timescale|pragma)|^[ \\t]*always[ \\t]*@|^[ \\t]*initial[ \\t]*(begin|@)""]}]",linguist/heuristics.yml
h/linguist/.v/2,.v,2,V,pl/v,predicates,"[{""kind"": ""any"", ""regexes"": [""\\$(?:if|else)[ \\t]|^[ \\t]*fn\\s+[^\\s()]+\\(.*?\\).*?\\{|^[ \\t]*for\\s*\\{""]}]",linguist/heuristics.yml
h/linguist/.vba/0,.vba,0,Vim Script,pl/vim-script,predicates,"[{""kind"": ""any"", ""regexes"": [""^UseVimball""]}]",linguist/heuristics.yml
h/linguist/.vba/1,.vba,1,VBA,pl/vba,default,[],linguist/heuristics.yml
h/linguist/.vcf/0,.vcf,0,TSV,pl/tsv,predicates,"[{""kind"": ""any"", ""regexes"": [""\\A##fileformat=VCF""]}]",linguist/heuristics.yml
h/linguist/.vcf/1,.vcf,1,vCard,pl/vcard,predicates,"[{""kind"": ""any"", ""regexes"": [""\\ABEGIN:VCARD""]}]",linguist/heuristics.yml
h/linguist/.w/0,.w,0,OpenEdge ABL,pl/openedge-abl,predicates,"[{""kind"": ""any"", ""regexes"": [""&ANALYZE-SUSPEND _UIB-CODE-BLOCK _CUSTOM _DEFINITIONS""]}]",linguist/heuristics.yml
h/linguist/.w/1,.w,1,CWeb,pl/cweb,predicates,"[{""kind"": ""any"", ""regexes"": [""^@(<|\\w+\\.)""]}]",linguist/heuristics.yml
h/linguist/.x/0,.x,0,DirectX 3D File,pl/directx-3d-file,predicates,"[{""kind"": ""any"", ""regexes"": [""^xof 030(2|3)(?:txt|bin|tzip|bzip)\\b""]}]",linguist/heuristics.yml
h/linguist/.x/1,.x,1,RPC,pl/rpc,predicates,"[{""kind"": ""any"", ""regexes"": [""\\b(program|version)\\s+\\w+\\s*\\{|\\bunion\\s+\\w+\\s+switch\\s*\\(""]}]",linguist/heuristics.yml
h/linguist/.x/2,.x,2,Logos,pl/logos,predicates,"[{""kind"": ""any"", ""regexes"": [""^%(end|ctor|hook|group)\\b""]}]",linguist/heuristics.yml
h/linguist/.x/3,.x,3,Linker Script,pl/linker-script,predicates,"[{""kind"": ""any"", ""regexes"": [""OUTPUT_ARCH\\(|OUTPUT_FORMAT\\(|SECTIONS""]}]",linguist/heuristics.yml
h/linguist/.yaml/0,.yaml,0,MiniYAML,pl/miniyaml,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\t+.*?[^\\s:].*?:""]}, {""kind"": ""not_any"", ""regexes"": [""---""]}]",linguist/heuristics.yml
h/linguist/.yaml/1,.yaml,1,OASv2-yaml,pl/oasv2-yaml,predicates,"[{""kind"": ""any"", ""regexes"": [""swagger:\\s?'?\""?2.[0-9.]+'?\""?""]}]",linguist/heuristics.yml
h/linguist/.yaml/2,.yaml,2,OASv3-yaml,pl/oasv3-yaml,predicates,"[{""kind"": ""any"", ""regexes"": [""openapi:\\s?'?\""?3.[0-9.]+'?\""?""]}]",linguist/heuristics.yml
h/linguist/.yaml/3,.yaml,3,YAML,pl/yaml,default,[],linguist/heuristics.yml
h/linguist/.yml/0,.yml,0,MiniYAML,pl/miniyaml,predicates,"[{""kind"": ""any"", ""regexes"": [""^\\t+.*?[^\\s:].*?:""]}, {""kind"": ""not_any"", ""regexes"": [""---""]}]",linguist/heuristics.yml
h/linguist/.yml/1,.yml,1,OASv2-yaml,pl/oasv2-yaml,predicates,"[{""kind"": ""any"", ""regexes"": [""swagger:\\s?'?\""?2.[0-9.]+'?\""?""]}]",linguist/heuristics.yml
h/linguist/.yml/2,.yml,2,OASv3-yaml,pl/oasv3-yaml,predicates,"[{""kind"": ""any"", ""regexes"": [""openapi:\\s?'?\""?3.[0-9.]+'?\""?""]}]",linguist/heuristics.yml
h/linguist/.yml/3,.yml,3,YAML,pl/yaml,default,[],linguist/heuristics.yml
h/linguist/.yy/0,.yy,0,JSON,pl/json,predicates,"[{""kind"": ""any"", ""regexes"": [""\\A\\s*[{\\[]""]}]",linguist/heuristics.yml
h/linguist/.yy/1,.yy,1,Yacc,pl/yacc,default,[],linguist/heuristics.yml
